iter	Passed	Remaining
268	9769	171828
269	9805	171775
270	9841	171738
271	9874	171640
272	9908	171562
273	9942	171487
274	9977	171426
275	10010	171341
276	10046	171292
277	10081	171247
278	10144	171658
279	10186	171715
280	10219	171627
281	10253	171551
282	10287	171467
283	10319	171366
284	10354	171303
285	10390	171261
286	10425	171197
287	10463	171200
288	10498	171143
289	10534	171094
290	10569	171036
291	10607	171021
292	10645	171019
293	10681	170979
294	10716	170915
295	10749	170831
296	10783	170758
297	10818	170695
298	10852	170621
299	10884	170525
300	10919	170472
301	10953	170397
302	10986	170304
303	11021	170259
304	11057	170218
305	11093	170169
306	11127	170095
307	11160	170016
308	11195	169959
309	11230	169908
310	11264	169837
311	11297	169752
312	11332	169701
313	11367	169640
314	11402	169589
315	11437	169532
316	11473	169493
317	11512	169496
318	11553	169537
319	11591	169529
320	11634	169583
321	11670	169544
322	11707	169528
323	11741	169457
324	11775	169382
325	11810	169331
326	11845	169284
327	11881	169233
328	11915	169173
329	11948	169094
330	11983	169042
331	12019	168992
332	12052	168920
333	12088	168871
334	12125	168851
335	12169	168922
336	12205	168890
337	12241	168848
338	12276	168797
339	12311	168734
340	12345	168679
341	12384	168675
342	12419	168617
343	12454	168563
344	12487	168497
345	12522	168438
346	12561	168440
347	12607	168540
348	12651	168596
349	12691	168611
350	12726	168562
351	12764	168545
352	12801	168527
353	12836	168470
354	12870	168400
355	12904	168334
356	12939	168286
357	12976	168254
358	13012	168219
359	13047	168163
360	13084	168146
361	13118	168076
362	13153	168019
363	13186	167946
364	13220	167877
365	13254	167816
366	13290	167773
367	13325	167733
368	13361	167687
369	13399	167676
370	13434	167620
371	13469	167566
372	13504	167524
373	13542	167503
374	13580	167487
375	13617	167465
376	13654	167444
377	13700	167518
378	13743	167570
379	13781	167556
380	13821	167557
381	13857	167521
382	13892	167471
383	13928	167427
384	13963	167384
385	13999	167336
386	14034	167291
387	14068	167227
388	14102	167164
389	14139	167131
390	14175	167102
391	14215	167108
392	14255	167108
393	14290	167061
394	14325	167014
395	14364	167000
396	14463	167700
397	14559	168353
398	14625	168649
399	14665	168655
400	14708	168685
401	14762	168845
402	14811	168956
403	14860	169061
404	14907	169134
405	14948	169150
406	14989	169161
407	15030	169162
408	15065	169114
409	15102	169069
410	15139	169043
411	15175	168995
412	15212	168957
413	15250	168939
414	15289	168926
415	15329	168921
416	15367	168894
417	15403	168843
418	15438	168796
419	15475	168759
420	15569	169337
421	15663	169919
422	15716	170060
423	15766	170154
424	15812	170214
425	15859	170283
426	15912	170420
427	15962	170515
428	16006	170549
429	16043	170510
430	16081	170473
431	16117	170432
432	16154	170385
433	16190	170336
434	16227	170298
435	16270	170313
436	16312	170327
437	16353	170333
438	16394	170331
439	16434	170321
440	16470	170271
441	16506	170220
442	16540	170146
443	16575	170081
444	16609	170018
445	16646	169976
446	16682	169923
447	16717	169862
448	16751	169786
449	16786	169733
450	16819	169648
451	16856	169612
452	16890	169543
453	16927	169493
454	16967	169488
455	17009	169494
456	17046	169460
457	17080	169386
458	17114	169322
459	17149	169262
460	17184	169194
461	17217	169121
462	17253	169072
463	17290	169029
464	17325	168967
465	17357	168880
466	17391	168810
467	17429	168778
468	17464	168723
469	17500	168671
470	17535	168612
471	17568	168536
472	17602	168473
473	17637	168411
474	17670	168338
475	17703	168262
476	17739	168204
477	17774	168147
478	17808	168083
479	17842	168016
480	17877	167957
481	17914	167923
482	17950	167874
483	17985	167817
484	18018	167737
485	18061	167754
486	18103	167761
487	18139	167720
488	18175	167665
489	18212	167633
490	18252	167613
491	18290	167588
492	18327	167548
493	18363	167502
494	18401	167475
495	18437	167424
496	18472	167367
497	18509	167329
498	18543	167264
499	18577	167195
500	18610	167125
501	18645	167070
502	18679	167002
503	18715	166954
504	18748	166884
505	18783	166821
506	18816	166753
507	18849	166680
508	18883	166609
509	18919	166566
510	18955	166516
511	18990	166462
512	19026	166419
513	19061	166360
514	19097	166316
515	19135	166284
516	19172	166246
517	19208	166201
518	19245	166164
519	19280	166104
520	19314	166041
521	19349	165993
522	19385	165941
523	19419	165883
524	19456	165843
525	19492	165793
526	19526	165737
527	19562	165685
528	19596	165625
529	19631	165568
530	19666	165520
531	19704	165491
532	19740	165443
533	19773	165375
534	19810	165332
535	19846	165288
536	19881	165237
537	19916	165182
538	19954	165152
539	19989	165095
540	20023	165036
541	20058	164984
542	20092	164923
543	20128	164876
544	20163	164822
545	20202	164800
546	20244	164808
547	20297	164894
548	20331	164839
549	20367	164787
550	20403	164749
551	20439	164700
552	20474	164647
553	20513	164624
554	20549	164583
555	20584	164531
556	20622	164500
557	20659	164460
558	20694	164409
559	20731	164369
560	20766	164321
561	20801	164266
562	20837	164218
563	20871	164161
564	20904	164092
565	20938	164030
566	20972	163970
567	21009	163934
568	21046	163892
569	21080	163839
570	21115	163784
571	21150	163729
572	21185	163679
573	21224	163658
574	21259	163609
575	21295	163564
576	21336	163556
577	21372	163507
578	21408	163466
579	21445	163427
580	21481	163386
581	21517	163337
582	21552	163289
583	21586	163226
584	21621	163177
585	21655	163118
586	21693	163085
587	21729	163043
588	21766	163005
589	21801	162956
590	21835	162900
591	21870	162847
592	21906	162802
593	21940	162746
594	21976	162697
595	22013	162661
596	22049	162622
597	22086	162580
598	22120	162524
599	22155	162472
600	22191	162433
601	22231	162417
602	22274	162421
603	22310	162375
604	22345	162327
605	22384	162304
606	22427	162309
607	22463	162269
608	22502	162243
609	22542	162231
610	22578	162185
611	22612	162133
612	22648	162083
613	22681	162018
614	22716	161972
615	22753	161937
616	22789	161890
617	22822	161826
618	22856	161768
619	22890	161711
620	22924	161650
621	22958	161593
622	22992	161535
623	23026	161482
624	23062	161436
625	23099	161404
626	23132	161340
627	23166	161277
628	23204	161251
629	23240	161206
630	23275	161157
631	23311	161114
632	23348	161080
633	23383	161028
634	23421	160999
635	23458	160961
636	23498	160949
637	23535	160912
638	23574	160887
639	23611	160850
640	23646	160806
641	23685	160778
642	23721	160740
643	23757	160693
644	23793	160651
645	23829	160609
646	23863	160554
647	23896	160491
648	23930	160431
649	23963	160369
650	23998	160318
651	24033	160273
652	24068	160221
653	24108	160204
654	24139	160132
655	24174	160082
656	24210	160042
657	24246	160000
658	24281	159950
659	24316	159898
660	24351	159851
661	24385	159791
662	24413	159700
663	24447	159643
664	24481	159587
665	24518	159551
666	24561	159554
667	24604	159558
668	24639	159515
669	24674	159463
670	24710	159423
671	24746	159380
672	24781	159330
673	24817	159289
674	24852	159239
675	24886	159186
676	24917	159110
677	24952	159063
678	24986	159010
679	25020	158953
680	25055	158902
681	25090	158854
682	25125	158812
683	25160	158761
684	25195	158714
685	25230	158666
686	25264	158613
687	25299	158561
688	25334	158515
689	25369	158468
690	25403	158416
691	25437	158358
692	25471	158305
693	25506	158258
694	25540	158205
695	25576	158160
696	25611	158113
697	25651	158099
698	25689	158069
699	25724	158024
700	25761	157984
701	25796	157937
702	25832	157898
703	25867	157848
704	25900	157790
705	25934	157740
706	25970	157696
707	26004	157641
708	26039	157593
709	26073	157541
710	26108	157498
711	26144	157453
712	26183	157434
713	26220	157396
714	26256	157353
715	26291	157306
716	26325	157257
717	26357	157192
718	26393	157146
719	26428	157099
720	26462	157047
721	26496	156999
722	26532	156957
723	26566	156902
724	26600	156849
725	26635	156806
726	26672	156771
727	26713	156759
728	26754	156747
729	26788	156697
730	26823	156644
731	26857	156593
732	26891	156542
733	26926	156495
734	26960	156443
735	26995	156396
736	27030	156351
737	27065	156304
738	27100	156260
739	27134	156206
740	27170	156165
741	27208	156139
742	27244	156096
743	27279	156051
744	27314	156005
745	27350	155961
746	27384	155914
747	27420	155869
748	27455	155823
749	27493	155796
750	27526	155738
751	27562	155701
752	27596	155649
753	27631	155599
754	27665	155551
755	27700	155503
756	27735	155455
757	27770	155411
758	27809	155388
759	27848	155363
760	27882	155316
761	27918	155276
762	27953	155225
763	27986	155173
764	28022	155131
765	28058	155090
766	28093	155045
767	28129	155006
768	28163	154955
769	28199	154912
770	28239	154895
771	28275	154855
772	28310	154810
773	28343	154755
774	28380	154718
775	28415	154675
776	28454	154647
777	28491	154615
778	28525	154567
779	28561	154526
780	28596	154479
781	28631	154436
782	28667	154393
783	28706	154368
784	28742	154332
785	28777	154286
786	28812	154239
787	28846	154188
788	28884	154160
789	28924	154141
790	28961	154106
791	28979	153973
792	29016	153936
793	29053	153902
794	29085	153840
795	29121	153802
796	29155	153754
797	29192	153717
798	29230	153686
799	29265	153644
800	29304	153620
801	29342	153593
802	29378	153550
803	29412	153499
804	29444	153442
805	29477	153387
806	29514	153352
807	29548	153301
808	29581	153245
809	29614	153189
810	29647	153136
811	29684	153100
812	29718	153050
813	29751	152997
814	29787	152956
815	29822	152915
816	29858	152872
817	29892	152823
818	29938	152837
819	29980	152829
820	30016	152789
821	30051	152744
822	30086	152700
823	30123	152665
824	30159	152624
825	30202	152620
826	30238	152581
827	30273	152535
828	30310	152505
829	30345	152460
830	30380	152413
831	30416	152373
832	30452	152333
833	30486	152287
834	30523	152252
835	30559	152213
836	30596	152176
837	30630	152130
838	30665	152086
839	30700	152042
840	30736	152002
841	30773	151965
842	30811	151937
843	30845	151889
844	30881	151847
845	30916	151805
846	30951	151761
847	30986	151716
848	31029	151712
849	31076	151724
850	31124	151746
851	31167	151741
852	31209	151727
853	31246	151693
854	31285	151668
855	31323	151643
856	31362	151618
857	31399	151582
858	31437	151551
859	31474	151517
860	31510	151475
861	31547	151442
862	31583	151404
863	31621	151371
864	31658	151339
865	31694	151297
866	31727	151247
867	31762	151202
868	31797	151155
869	31832	151110
870	31865	151058
871	31899	151012
872	31935	150970
873	31968	150918
874	32003	150872
875	32038	150829
876	32074	150792
877	32111	150758
878	32152	150739
879	32195	150735
880	32232	150696
881	32265	150644
882	32297	150586
883	32333	150546
884	32370	150514
885	32407	150479
886	32443	150441
887	32479	150399
888	32515	150359
889	32551	150322
890	32586	150279
891	32621	150235
892	32657	150196
893	32692	150149
894	32729	150117
895	32766	150080
896	32803	150048
897	32848	150050
898	32893	150050
899	32928	150007
900	32968	149984
901	33013	149990
902	33054	149971
903	33096	149957
904	33140	149954
905	33184	149951
906	33234	149978
907	33325	150184
908	33379	150227
909	33436	150279
910	33484	150292
911	33539	150338
912	33595	150389
913	33643	150402
914	33687	150397
915	33733	150402
916	33781	150414
917	33831	150434
918	33880	150454
919	33896	150324
920	33937	150303
921	33975	150272
922	34018	150262
923	34054	150220
924	34091	150185
925	34126	150142
926	34164	150110
927	34205	150091
928	34243	150059
929	34281	150027
930	34321	150005
931	34368	150011
932	34410	149998
933	34451	149978
934	34497	149980
935	34537	149957
936	34576	149928
937	34611	149884
938	34646	149838
939	34683	149804
940	34722	149777
941	34759	149738
942	34795	149700
943	34832	149661
944	34867	149616
945	34907	149593
946	34948	149573
947	34982	149526
948	35017	149478
949	35054	149444
950	35092	149410
951	35128	149371
952	35167	149341
953	35203	149302
954	35239	149260
955	35276	149222
956	35310	149176
957	35344	149127
958	35381	149087
959	35422	149068
960	35465	149058
961	35501	149017
962	35542	148999
963	35578	148956
964	35615	148918
965	35651	148878
966	35688	148844
967	35726	148812
968	35762	148771
969	35800	148736
970	35836	148695
971	35872	148655
972	35909	148618
973	35947	148586
974	35984	148551
975	36020	148509
976	36056	148471
977	36091	148424
978	36126	148380
979	36165	148352
980	36202	148317
981	36240	148285
982	36277	148246
983	36314	148209
984	36352	148175
985	36390	148144
986	36428	148114
987	36465	148077
988	36510	148072
989	36556	148070
990	36595	148042
991	36634	148014
992	36673	147986
993	36711	147952
994	36748	147916
995	36785	147881
996	36823	147846
997	36860	147809
998	36897	147774
999	36934	147736
1000	36973	147709
1001	37013	147685
1002	37054	147662
1003	37092	147629
1004	37124	147574
1005	37163	147544
1006	37200	147510
1007	37239	147480
1008	37275	147441
1009	37309	147392
1010	37345	147351
1011	37381	147310
1012	37419	147275
1013	37455	147234
1014	37490	147191
1015	37526	147151
1016	37565	147121
1017	37606	147102
1018	37651	147095
1019	37692	147075
1020	37732	147049
1021	37769	147011
1022	37807	146980
1023	37840	146929
1024	37878	146894
1025	37935	146935
1026	37982	146936
1027	38027	146931
1028	38068	146909
1029	38108	146883
1030	38145	146848
1031	38184	146819
1032	38222	146785
1033	38235	146654
1034	38269	146607
1035	38304	146564
1036	38340	146521
1037	38375	146476
1038	38411	146438
1039	38451	146413
1040	38494	146398
1041	38531	146361
1042	38567	146318
1043	38602	146276
1044	38639	146240
1045	38682	146224
1046	38705	146134
1047	38744	146106
1048	38779	146059
1049	38815	146020
1050	38849	145970
1051	38886	145935
1052	38921	145892
1053	38957	145848
1054	38992	145807
1055	39027	145763
1056	39066	145731
1057	39106	145706
1058	39143	145670
1059	39181	145635
1060	39216	145591
1061	39251	145549
1062	39285	145500
1063	39319	145453
1064	39355	145412
1065	39398	145398
1066	39438	145371
1067	39502	145433
1068	39554	145452
1069	39600	145447
1070	39639	145418
1071	39665	145340
1072	39707	145323
1073	39761	145347
1074	39807	145343
1075	39823	145229
1076	39868	145220
1077	39911	145205
1078	39955	145193
1079	40003	145196
1080	40041	145165
1081	40079	145130
1082	40122	145115
1083	40164	145095
1084	40180	144981
1085	40225	144974
1086	40265	144947
1087	40305	144923
1088	40351	144915
1089	40392	144895
1090	40432	144867
1091	40473	144845
1092	40519	144837
1093	40560	144815
1094	40600	144790
1095	40641	144767
1096	40682	144742
1097	40726	144730
1098	40768	144712
1099	40810	144690
1100	40856	144685
1101	40902	144681
1102	40947	144670
1103	40986	144641
1104	41027	144618
1105	41066	144587
1106	41110	144575
1107	41161	144585
1108	41199	144552
1109	41237	144516
1110	41282	144508
1111	41322	144479
1112	41363	144457
1113	41403	144428
1114	41450	144425
1115	41489	144393
1116	41527	144361
1117	41568	144335
1118	41614	144329
1119	41655	144306
1120	41696	144283
1121	41737	144257
1122	41778	144234
1123	41820	144213
1124	41840	144118
1125	41888	144116
1126	41933	144106
1127	41978	144094
1128	42018	144070
1129	42057	144037
1130	42104	144032
1131	42132	143966
1132	42178	143959
1133	42221	143941
1134	42259	143905
1135	42299	143879
1136	42337	143844
1137	42372	143800
1138	42408	143757
1139	42444	143716
1140	42479	143672
1141	42514	143627
1142	42549	143581
1143	42588	143550
1144	42622	143501
1145	42633	143377
1146	42649	143268
1147	42685	143226
1148	42706	143135
1149	42739	143085
1150	42771	143029
1151	42807	142988
1152	42834	142916
1153	42873	142888
1154	42909	142844
1155	42942	142795
1156	42963	142703
1157	42999	142664
1158	43036	142627
1159	43076	142597
1160	43113	142560
1161	43151	142527
1162	43187	142483
1163	43228	142460
1164	43276	142460
1165	43321	142447
1166	43359	142413
1167	43399	142385
1168	43423	142305
1169	43460	142269
1170	43502	142246
1171	43539	142207
1172	43576	142171
1173	43615	142138
1174	43659	142124
1175	43700	142101
1176	43740	142072
1177	43770	142013
1178	43794	141932
1179	43824	141872
1180	43862	141839
1181	43903	141814
1182	43945	141791
1183	43992	141787
1184	44035	141767
1185	44078	141750
1186	44129	141755
1187	44173	141741
1188	44215	141720
1189	44258	141701
1190	44301	141681
1191	44344	141663
1192	44385	141638
1193	44429	141622
1194	44472	141604
1195	44516	141589
1196	44544	141524
1197	44580	141480
1198	44618	141445
1199	44655	141410
1200	44691	141369
1201	44729	141334
1202	44758	141269
1203	44794	141230
1204	44830	141186
1205	44866	141146
1206	44903	141108
1207	44919	141005
1208	44952	140954
1209	44998	140946
1210	45041	140926
1211	45083	140904
1212	45130	140899
1213	45176	140886
1214	45214	140853
1215	45254	140823
1216	45293	140792
1217	45335	140772
1218	45372	140732
1219	45411	140702
1220	45450	140669
1221	45485	140624
1222	45521	140583
1223	45557	140543
1224	45590	140493
1225	45625	140448
1226	45658	140398
1227	45692	140352
1228	45727	140307
1229	45764	140269
1230	45798	140224
1231	45834	140183
1232	45870	140140
1233	45906	140100
1234	45943	140062
1235	45976	140013
1236	46013	139975
1237	46045	139921
1238	46080	139878
1239	46119	139846
1240	46154	139803
1241	46188	139755
1242	46223	139711
1243	46261	139677
1244	46301	139648
1245	46335	139600
1246	46369	139555
1247	46401	139502
1248	46436	139457
1249	46469	139408
1250	46504	139364
1251	46539	139321
1252	46575	139281
1253	46607	139228
1254	46633	139156
1255	46666	139106
1256	46700	139059
1257	46735	139017
1258	46768	138968
1259	46802	138922
1260	46838	138881
1261	46872	138835
1262	46903	138779
1263	46936	138730
1264	46971	138686
1265	47006	138642
1266	47045	138611
1267	47078	138560
1268	47110	138511
1269	47141	138455
1270	47173	138401
1271	47204	138348
1272	47229	138274
1273	47268	138243
1274	47298	138187
1275	47334	138145
1276	47352	138051
1277	47394	138029
1278	47433	137997
1279	47466	137949
1280	47500	137904
1281	47527	137835
1282	47564	137798
1283	47595	137745
1284	47620	137674
1285	47646	137605
1286	47681	137561
1287	47710	137501
1288	47735	137429
1289	47770	137385
1290	47804	137339
1291	47835	137285
1292	47859	137212
1293	47894	137168
1294	47919	137097
1295	47953	137052
1296	47985	136999
1297	48016	136946
1298	48051	136904
1299	48093	136880
1300	48126	136833
1301	48155	136773
1302	48180	136701
1303	48213	136652
1304	48241	136592
1305	48265	136519
1306	48295	136461
1307	48329	136416
1308	48363	136371
1309	48400	136333
1310	48440	136305
1311	48478	136273
1312	48533	136284
1313	48570	136249
1314	48619	136246
1315	48657	136210
1316	48695	136176
1317	48735	136147
1318	48774	136118
1319	48812	136081
1320	48849	136047
1321	48887	136012
1322	48924	135976
1323	48963	135944
1324	49000	135906
1325	49036	135868
1326	49072	135827
1327	49118	135815
1328	49156	135780
1329	49199	135759
1330	49228	135700
1331	49264	135662
1332	49303	135632
1333	49342	135598
1334	49374	135549
1335	49410	135509
1336	49447	135472
1337	49487	135443
1338	49530	135422
1339	49569	135390
1340	49618	135388
1341	49677	135411
1342	49738	135438
1343	49808	135491
1344	49892	135580
1345	49944	135584
1346	49990	135570
1347	50029	135539
1348	50070	135514
1349	50112	135490
1350	50196	135579
1351	50239	135557
1352	50296	135575
1353	50352	135587
1354	50395	135564
1355	50440	135549
1356	50482	135526
1357	50525	135502
1358	50562	135464
1359	50600	135430
1360	50640	135399
1361	50682	135376
1362	50726	135357
1363	50765	135325
1364	50791	135259
1365	50830	135224
1366	50865	135182
1367	50917	135184
1368	50963	135170
1369	51013	135167
1370	51057	135147
1371	51112	135157
1372	51149	135120
1373	51184	135076
1374	51210	135009
1375	51250	134980
1376	51283	134932
1377	51311	134870
1378	51347	134829
1379	51383	134787
1380	51422	134756
1381	51461	134724
1382	51502	134695
1383	51544	134671
1384	51584	134641
1385	51625	134613
1386	51670	134597
1387	51723	134599
1388	51781	134616
1389	51827	134603
1390	51871	134583
1391	51909	134546
1392	51944	134503
1393	51984	134474
1394	52020	134433
1395	52053	134385
1396	52080	134321
1397	52117	134282
1398	52153	134241
1399	52190	134203
1400	52216	134136
1401	52249	134089
1402	52284	134046
1403	52320	134005
1404	52357	133966
1405	52391	133923
1406	52429	133886
1407	52462	133839
1408	52497	133795
1409	52522	133727
1410	52552	133671
1411	52577	133603
1412	52613	133562
1413	52648	133519
1414	52683	133477
1415	52715	133427
1416	52749	133382
1417	52788	133349
1418	52825	133310
1419	52862	133273
1420	52900	133239
1421	52933	133190
1422	52966	133142
1423	53001	133099
1424	53036	133055
1425	53075	133023
1426	53111	132983
1427	53136	132915
1428	53161	132848
1429	53194	132799
1430	53227	132753
1431	53261	132707
1432	53297	132667
1433	53338	132638
1434	53374	132600
1435	53403	132542
1436	53441	132506
1437	53475	132461
1438	53512	132422
1439	53543	132371
1440	53575	132321
1441	53615	132291
1442	53647	132240
1443	53672	132174
1444	53706	132130
1445	53741	132086
1446	53771	132031
1447	53807	131992
1448	53842	131948
1449	53879	131911
1450	53917	131875
1451	53955	131841
1452	53991	131800
1453	54025	131757
1454	54052	131694
1455	54083	131643
1456	54117	131597
1457	54149	131547
1458	54179	131493
1459	54215	131453
1460	54245	131399
1461	54279	131354
1462	54313	131309
1463	54346	131263
1464	54380	131217
1465	54416	131178
1466	54453	131140
1467	54479	131077
1468	54504	131011
1469	54535	130958
1470	54569	130914
1471	54603	130870
1472	54628	130803
1473	54663	130762
1474	54697	130718
1475	54733	130678
1476	54765	130629
1477	54800	130585
1478	54836	130547
1479	54862	130483
1480	54897	130442
1481	54934	130404
1482	54967	130358
1483	54995	130298
1484	55032	130261
1485	55059	130201
1486	55088	130145
1487	55124	130105
1488	55161	130068
1489	55186	130004
1490	55221	129962
1491	55253	129911
1492	55289	129873
1493	55323	129829
1494	55357	129785
1495	55385	129727
1496	55417	129678
1497	55454	129641
1498	55486	129591
1499	55517	129540
1500	55551	129497
1501	55586	129455
1502	55617	129404
1503	55650	129358
1504	55686	129319
1505	55712	129256
1506	55748	129215
1507	55779	129165
1508	55817	129130
1509	55842	129065
1510	55878	129026
1511	55913	128985
1512	55949	128946
1513	55984	128905
1514	56010	128842
1515	56048	128808
1516	56096	128797
1517	56132	128756
1518	56158	128695
1519	56190	128646
1520	56221	128596
1521	56256	128554
1522	56286	128501
1523	56323	128464
1524	56357	128422
1525	56391	128377
1526	56427	128338
1527	56462	128296
1528	56493	128245
1529	56529	128206
1530	56559	128154
1531	56590	128104
1532	56624	128060
1533	56648	127995
1534	56684	127954
1535	56709	127891
1536	56741	127843
1537	56775	127800
1538	56808	127754
1539	56843	127712
1540	56877	127670
1541	56914	127632
1542	56944	127580
1543	56981	127543
1544	57007	127482
1545	57040	127436
1546	57075	127396
1547	57109	127352
1548	57140	127303
1549	57176	127263
1550	57210	127219
1551	57246	127181
1552	57282	127141
1553	57313	127093
1554	57348	127052
1555	57383	127009
1556	57418	126970
1557	57448	126917
1558	57482	126873
1559	57512	126822
1560	57550	126788
1561	57581	126738
1562	57611	126685
1563	57646	126644
1564	57680	126601
1565	57715	126561
1566	57750	126520
1567	57784	126476
1568	57809	126415
1569	57840	126365
1570	57871	126315
1571	57897	126254
1572	57931	126212
1573	57962	126162
1574	57987	126099
1575	58021	126057
1576	58055	126014
1577	58091	125975
1578	58125	125933
1579	58163	125897
1580	58201	125865
1581	58229	125808
1582	58267	125774
1583	58300	125729
1584	58334	125686
1585	58369	125645
1586	58402	125600
1587	58427	125538
1588	58459	125491
1589	58484	125429
1590	58522	125394
1591	58558	125356
1592	58594	125317
1593	58626	125270
1594	58661	125230
1595	58696	125189
1596	58732	125150
1597	58758	125091
1598	58793	125050
1599	58826	125007
1600	58862	124967
1601	58895	124923
1602	58934	124890
1603	58968	124847
1604	59001	124804
1605	59040	124770
1606	59075	124730
1607	59109	124688
1608	59130	124618
1609	59163	124574
1610	59199	124536
1611	59230	124487
1612	59268	124452
1613	59306	124418
1614	59343	124382
1615	59379	124344
1616	59415	124305
1617	59451	124266
1618	59481	124216
1619	59515	124175
1620	59556	124145
1621	59585	124094
1622	59620	124053
1623	59656	124013
1624	59690	123971
1625	59726	123933
1626	59763	123897
1627	59803	123867
1628	59842	123835
1629	59878	123797
1630	59913	123758
1631	59945	123710
1632	59980	123669
1633	60016	123631
1634	60053	123595
1635	60090	123560
1636	60126	123521
1637	60161	123482
1638	60195	123439
1639	60231	123401
1640	60256	123340
1641	60289	123296
1642	60322	123250
1643	60353	123203
1644	60393	123172
1645	60416	123109
1646	60456	123078
1647	60486	123028
1648	60523	122991
1649	60556	122947
1650	60587	122900
1651	60621	122858
1652	60658	122820
1653	60693	122780
1654	60729	122742
1655	60765	122706
1656	60800	122666
1657	60834	122623
1658	60870	122584
1659	60896	122527
1660	60950	122524
1661	60974	122462
1662	61008	122419
1663	61045	122385
1664	61081	122347
1665	61115	122303
