iter	Passed	Remaining
1666	61139	122242
1667	61174	122202
1668	61208	122160
1669	61238	122111
1670	61277	122078
1671	61313	122039
1672	61347	121998
1673	61383	121959
1674	61417	121918
1675	61453	121879
1676	61487	121838
1677	61525	121803
1678	61559	121761
1679	61592	121718
1680	61628	121681
1681	61665	121644
1682	61700	121605
1683	61734	121563
1684	61770	121524
1685	61806	121486
1686	61844	121452
1687	61885	121423
1688	61919	121383
1689	61955	121344
1690	61987	121298
1691	62022	121259
1692	62063	121230
1693	62097	121188
1694	62133	121150
1695	62167	121109
1696	62201	121067
1697	62236	121027
1698	62272	120989
1699	62306	120948
1700	62336	120897
1701	62369	120855
1702	62400	120806
1703	62433	120763
1704	62465	120717
1705	62502	120681
1706	62535	120638
1707	62570	120598
1708	62607	120563
1709	62643	120523
1710	62679	120486
1711	62713	120444
1712	62748	120405
1713	62781	120361
1714	62814	120317
1715	62851	120281
1716	62888	120245
1717	62922	120203
1718	62956	120163
1719	62986	120114
1720	63024	120078
1721	63063	120047
1722	63098	120007
1723	63135	119971
1724	63169	119931
1725	63203	119888
1726	63232	119838
1727	63264	119792
1728	63297	119748
1729	63326	119698
1730	63358	119652
1731	63395	119616
1732	63427	119572
1733	63461	119529
1734	63496	119489
1735	63528	119445
1736	63562	119404
1737	63598	119365
1738	63636	119332
1739	63680	119308
1740	63712	119264
1741	63744	119219
1742	63775	119171
1743	63811	119133
1744	63844	119091
1745	63879	119051
1746	63917	119016
1747	63958	118989
1748	63995	118952
1749	64032	118917
1750	64065	118873
1751	64101	118836
1752	64132	118789
1753	64157	118730
1754	64189	118687
1755	64223	118646
1756	64260	118608
1757	64293	118566
1758	64325	118521
1759	64363	118487
1760	64399	118448
1761	64432	118406
1762	64466	118365
1763	64503	118329
1764	64538	118289
1765	64571	118246
1766	64607	118209
1767	64641	118168
1768	64677	118130
1769	64715	118096
1770	64751	118058
1771	64792	118030
1772	64824	117985
1773	64858	117943
1774	64890	117898
1775	64924	117858
1776	64960	117821
1777	64996	117782
1778	65032	117745
1779	65066	117704
1780	65098	117659
1781	65129	117613
1782	65164	117574
1783	65196	117528
1784	65230	117488
1785	65262	117442
1786	65298	117406
1787	65328	117357
1788	65361	117314
1789	65391	117266
1790	65416	117208
1791	65452	117171
1792	65488	117134
1793	65523	117094
1794	65557	117053
1795	65592	117014
1796	65627	116975
1797	65652	116919
1798	65686	116877
1799	65721	116837
1800	65755	116797
1801	65799	116774
1802	65838	116742
1803	65876	116707
1804	65912	116670
1805	65948	116633
1806	65986	116599
1807	66030	116575
1808	66063	116532
1809	66096	116489
1810	66128	116446
1811	66163	116407
1812	66198	116368
1813	66233	116328
1814	66266	116286
1815	66292	116230
1816	66325	116187
1817	66360	116148
1818	66394	116108
1819	66426	116064
1820	66459	116020
1821	66490	115974
1822	66524	115934
1823	66560	115896
1824	66594	115855
1825	66628	115814
1826	66662	115774
1827	66694	115729
1828	66730	115692
1829	66767	115656
1830	66806	115625
1831	66846	115594
1832	66887	115566
1833	66926	115533
1834	66962	115496
1835	66996	115456
1836	67034	115422
1837	67069	115382
1838	67095	115328
1839	67132	115292
1840	67169	115257
1841	67201	115213
1842	67237	115175
1843	67273	115138
1844	67308	115099
1845	67344	115062
1846	67376	115017
1847	67403	114964
1848	67436	114923
1849	67472	114886
1850	67508	114848
1851	67544	114811
1852	67578	114769
1853	67628	114756
1854	67667	114724
1855	67702	114685
1856	67737	114646
1857	67761	114589
1858	67796	114550
1859	67831	114511
1860	67865	114470
1861	67898	114428
1862	67937	114395
1863	67976	114363
1864	68011	114325
1865	68046	114286
1866	68085	114254
1867	68119	114213
1868	68151	114168
1869	68187	114131
1870	68218	114085
1871	68255	114050
1872	68292	114014
1873	68327	113975
1874	68363	113939
1875	68400	113903
1876	68433	113861
1877	68469	113824
1878	68506	113787
1879	68542	113751
1880	68577	113713
1881	68610	113670
1882	68643	113627
1883	68678	113589
1884	68710	113545
1885	68745	113505
1886	68776	113461
1887	68810	113420
1888	68846	113383
1889	68880	113343
1890	68919	113310
1891	68955	113274
1892	68996	113244
1893	69033	113209
1894	69071	113175
1895	69109	113140
1896	69139	113094
1897	69166	113042
1898	69203	113006
1899	69242	112974
1900	69277	112935
1901	69307	112889
1902	69339	112844
1903	69369	112798
1904	69403	112758
1905	69436	112715
1906	69472	112678
1907	69508	112641
1908	69534	112589
1909	69568	112548
1910	69605	112513
1911	69649	112489
1912	69685	112451
1913	69720	112412
1914	69754	112372
1915	69789	112333
1916	69825	112296
1917	69856	112251
1918	69890	112210
1919	69926	112173
1920	69961	112135
1921	69995	112094
1922	70030	112056
1923	70058	112006
1924	70090	111962
1925	70128	111928
1926	70169	111899
1927	70195	111847
1928	70235	111816
1929	70276	111786
1930	70317	111757
1931	70355	111724
1932	70388	111682
1933	70425	111646
1934	70458	111605
1935	70494	111567
1936	70532	111533
1937	70568	111497
1938	70605	111460
1939	70640	111422
1940	70671	111378
1941	70706	111339
1942	70737	111294
1943	70774	111258
1944	70810	111222
1945	70845	111183
1946	70881	111145
1947	70914	111103
1948	70948	111064
1949	70986	111030
1950	71020	110990
1951	71055	110951
1952	71091	110914
1953	71123	110871
1954	71161	110837
1955	71197	110799
1956	71235	110765
1957	71267	110723
1958	71305	110688
1959	71342	110652
1960	71374	110609
1961	71408	110569
1962	71433	110515
1963	71467	110476
1964	71501	110435
1965	71536	110398
1966	71567	110353
1967	71603	110315
1968	71637	110275
1969	71669	110233
1970	71699	110186
1971	71733	110146
1972	71765	110102
1973	71801	110066
1974	71834	110024
1975	71867	109983
1976	71903	109946
1977	71937	109906
1978	71973	109870
1979	72009	109832
1980	72045	109795
1981	72081	109759
1982	72120	109725
1983	72152	109683
1984	72186	109643
1985	72226	109612
1986	72265	109580
1987	72305	109550
1988	72342	109514
1989	72379	109478
1990	72415	109441
1991	72449	109401
1992	72484	109362
1993	72519	109324
1994	72552	109282
1995	72585	109242
1996	72622	109205
1997	72667	109182
1998	72708	109153
1999	72765	109148
2000	72817	109135
2001	72874	109130
2002	72921	109109
2003	72957	109072
2004	72997	109041
2005	73036	109008
2006	73074	108975
2007	73111	108938
2008	73148	108902
2009	73186	108869
2010	73221	108830
2011	73253	108788
2012	73290	108752
2013	73332	108724
2014	73375	108697
2015	73414	108665
2016	73449	108625
2017	73483	108586
2018	73519	108549
2019	73556	108514
2020	73592	108476
2021	73630	108442
2022	73668	108409
2023	73705	108372
2024	73740	108334
2025	73774	108294
2026	73810	108257
2027	73847	108222
2028	73882	108184
2029	73920	108150
2030	73958	108114
2031	73994	108078
2032	74029	108039
2033	74063	107999
2034	74097	107960
2035	74129	107916
2036	74162	107876
2037	74197	107837
2038	74232	107799
2039	74279	107777
2040	74325	107756
2041	74364	107722
2042	74402	107688
2043	74437	107650
2044	74478	107620
2045	74513	107582
2046	74550	107546
2047	74581	107502
2048	74616	107464
2049	74652	107426
2050	74687	107388
2051	74723	107351
2052	74760	107315
2053	74795	107277
2054	74830	107239
2055	74867	107202
2056	74901	107162
2057	74931	107117
2058	74969	107083
2059	75003	107044
2060	75036	107003
2061	75067	106959
2062	75101	106919
2063	75142	106888
2064	75175	106847
2065	75208	106806
2066	75244	106769
2067	75280	106731
2068	75314	106693
2069	75347	106651
2070	75380	106609
2071	75414	106570
2072	75451	106534
2073	75487	106498
2074	75526	106465
2075	75564	106430
2076	75600	106393
2077	75632	106350
2078	75666	106311
2079	75702	106275
2080	75736	106235
2081	75773	106199
2082	75808	106161
2083	75843	106122
2084	75879	106085
2085	75913	106046
2086	75950	106010
2087	75987	105974
2088	76024	105939
2089	76059	105901
2090	76094	105863
2091	76130	105826
2092	76165	105787
2093	76201	105750
2094	76234	105710
2095	76270	105672
2096	76307	105636
2097	76346	105603
2098	76384	105570
2099	76421	105534
2100	76458	105499
2101	76484	105447
2102	76510	105396
2103	76543	105356
2104	76586	105329
2105	76627	105299
2106	76665	105265
2107	76698	105223
2108	76734	105187
2109	76773	105154
2110	76810	105119
2111	76846	105082
2112	76880	105041
2113	76917	105006
2114	76953	104969
2115	76989	104933
2116	77021	104890
2117	77055	104851
2118	77089	104810
2119	77124	104772
2120	77160	104735
2121	77195	104697
2122	77229	104658
2123	77266	104622
2124	77302	104586
2125	77339	104549
2126	77375	104513
2127	77411	104476
2128	77443	104434
2129	77480	104398
2130	77513	104358
2131	77551	104322
2132	77587	104286
2133	77622	104248
2134	77660	104213
2135	77702	104184
2136	77740	104151
2137	77775	104112
2138	77812	104077
2139	77849	104041
2140	77884	104003
2141	77918	103963
2142	77956	103929
2143	77989	103889
2144	78023	103850
2145	78056	103808
2146	78089	103768
2147	78120	103724
2148	78154	103684
2149	78185	103640
2150	78219	103601
2151	78254	103564
2152	78288	103524
2153	78322	103484
2154	78360	103450
2155	78393	103409
2156	78429	103372
2157	78470	103342
2158	78505	103304
2159	78541	103267
2160	78575	103228
2161	78610	103189
2162	78645	103151
2163	78678	103111
2164	78716	103076
2165	78752	103039
2166	78793	103010
2167	78832	102977
2168	78866	102937
2169	78900	102897
2170	78935	102859
2171	78972	102824
2172	79007	102785
2173	79042	102747
2174	79078	102710
2175	79113	102672
2176	79148	102635
2177	79179	102591
2178	79216	102556
2179	79248	102514
2180	79286	102479
2181	79320	102440
2182	79355	102402
2183	79389	102362
2184	79423	102323
2185	79460	102287
2186	79495	102250
2187	79527	102207
2188	79564	102172
2189	79596	102130
2190	79626	102085
2191	79655	102040
2192	79687	101998
2193	79722	101960
2194	79758	101923
2195	79791	101882
2196	79826	101845
2197	79866	101813
2198	79902	101777
2199	79939	101741
2200	79980	101710
2201	80069	101741
2202	80116	101718
2203	80153	101682
2204	80189	101646
2205	80226	101610
2206	80265	101577
2207	80302	101542
2208	80342	101509
2209	80374	101468
2210	80412	101433
2211	80447	101395
2212	80484	101359
2213	80525	101329
2214	80560	101291
2215	80592	101249
2216	80627	101211
2217	80660	101170
2218	80694	101131
2219	80725	101088
2220	80759	101049
2221	80794	101010
2222	80828	100972
2223	80864	100934
2224	80899	100897
2225	80939	100864
2226	80979	100833
2227	81017	100799
2228	81055	100764
2229	81090	100726
2230	81125	100689
2231	81161	100651
2232	81195	100612
2233	81227	100570
2234	81262	100532
2235	81299	100497
2236	81331	100455
2237	81370	100422
2238	81403	100381
2239	81437	100343
2240	81472	100305
2241	81508	100267
2242	81539	100225
2243	81570	100181
2244	81604	100143
2245	81640	100105
2246	81673	100065
2247	81710	100029
2248	81742	99988
2249	81775	99947
2250	81809	99908
2251	81840	99865
2252	81876	99828
2253	81907	99785
2254	81944	99750
2255	81982	99716
2256	82020	99681
2257	82060	99649
2258	82091	99607
2259	82126	99569
2260	82160	99529
2261	82193	99490
2262	82227	99450
2263	82262	99412
2264	82298	99376
2265	82336	99341
2266	82372	99304
2267	82406	99265
2268	82436	99221
2269	82473	99185
2270	82508	99148
2271	82543	99110
2272	82579	99073
2273	82611	99032
2274	82647	98995
2275	82683	98958
2276	82718	98920
2277	82753	98882
2278	82787	98844
2279	82823	98806
2280	82855	98765
2281	82889	98726
2282	82928	98692
2283	82962	98654
2284	82996	98614
2285	83029	98575
2286	83067	98540
2287	83108	98509
2288	83143	98472
2289	83179	98435
2290	83216	98399
2291	83251	98362
2292	83290	98329
2293	83325	98290
2294	83362	98254
2295	83398	98218
2296	83440	98188
2297	83472	98146
2298	83507	98109
2299	83543	98072
2300	83576	98032
2301	83609	97992
2302	83643	97953
2303	83679	97916
2304	83715	97879
2305	83749	97840
2306	83784	97802
2307	83818	97763
2308	83845	97716
2309	83878	97676
2310	83913	97638
2311	83953	97607
2312	83989	97570
2313	84024	97532
2314	84054	97488
2315	84089	97451
2316	84127	97416
2317	84164	97380
2318	84203	97347
2319	84239	97311
2320	84277	97276
2321	84314	97241
2322	84348	97202
2323	84383	97164
2324	84415	97123
2325	84452	97087
2326	84491	97053
2327	84525	97015
2328	84557	96974
2329	84590	96934
2330	84627	96898
2331	84664	96862
2332	84699	96825
2333	84735	96788
2334	84767	96747
2335	84798	96705
2336	84833	96667
2337	84867	96628
2338	84902	96590
2339	84936	96552
2340	84970	96512
2341	85008	96478
2342	85042	96439
2343	85074	96398
2344	85110	96361
2345	85144	96322
2346	85178	96284
2347	85214	96247
2348	85266	96228
2349	85303	96193
2350	85338	96155
2351	85373	96117
2352	85409	96080
2353	85442	96041
2354	85476	96002
2355	85516	95970
2356	85552	95933
2357	85589	95897
2358	85622	95857
2359	85658	95820
2360	85692	95782
2361	85727	95744
2362	85763	95707
2363	85797	95669
2364	85834	95633
2365	85869	95596
2366	85907	95561
2367	85941	95522
2368	85978	95487
2369	86015	95451
2370	86051	95415
2371	86082	95373
2372	86117	95335
2373	86142	95286
2374	86179	95250
2375	86210	95209
2376	86244	95170
2377	86283	95136
2378	86319	95099
2379	86357	95065
2380	86392	95027
2381	86424	94987
2382	86461	94951
2383	86496	94914
2384	86533	94878
2385	86569	94841
2386	86605	94805
2387	86642	94769
2388	86682	94737
2389	86721	94704
2390	86756	94666
2391	86792	94629
2392	86828	94593
2393	86854	94546
2394	86889	94508
2395	86926	94472
2396	86962	94435
2397	86996	94397
2398	87029	94357
2399	87059	94314
2400	87097	94280
2401	87136	94246
2402	87172	94210
2403	87207	94172
2404	87244	94137
2405	87280	94100
2406	87314	94061
2407	87350	94025
2408	87388	93991
2409	87424	93954
2410	87462	93919
2411	87501	93885
2412	87536	93848
2413	87572	93812
2414	87613	93780
2415	87649	93744
2416	87682	93704
2417	87717	93666
2418	87754	93630
2419	87787	93591
2420	87821	93552
2421	87857	93516
2422	87894	93480
2423	87930	93444
2424	87966	93407
2425	88000	93369
2426	88035	93331
2427	88070	93294
2428	88106	93257
2429	88143	93221
2430	88177	93182
2431	88212	93145
2432	88238	93098
2433	88273	93060
2434	88306	93020
2435	88341	92983
2436	88378	92947
2437	88413	92910
2438	88448	92873
2439	88490	92842
2440	88527	92807
2441	88564	92771
2442	88601	92735
2443	88633	92695
2444	88667	92657
2445	88703	92620
2446	88740	92584
2447	88775	92547
2448	88810	92508
2449	88844	92470
2450	88881	92435
2451	88920	92402
2452	88954	92363
2453	88990	92326
2454	89024	92287
2455	89059	92250
2456	89092	92210
2457	89124	92170
2458	89159	92133
2459	89192	92092
2460	89228	92056
2461	89264	92019
2462	89299	91982
2463	89331	91942
2464	89366	91904
2465	89401	91866
2466	89433	91826
2467	89466	91787
2468	89501	91748
2469	89542	91717
2470	89583	91686
2471	89621	91651
2472	89657	91614
2473	89697	91582
2474	89733	91546
2475	89759	91499
2476	89794	91462
2477	89829	91424
2478	89862	91385
2479	89900	91350
2480	89932	91309
2481	89966	91271
2482	90001	91233
2483	90036	91196
2484	90070	91158
2485	90105	91120
2486	90137	91079
2487	90170	91040
2488	90205	91002
2489	90242	90966
2490	90276	90929
2491	90306	90886
2492	90338	90845
2493	90370	90805
2494	90405	90767
2495	90442	90732
2496	90476	90694
2497	90511	90656
2498	90547	90619
2499	90584	90584
2500	90620	90548
2501	90658	90513
2502	90697	90479
2503	90737	90448
2504	90777	90414
2505	90816	90381
2506	90857	90350
2507	90895	90315
2508	90933	90281
2509	90968	90243
2510	91003	90205
2511	91037	90168
2512	91074	90131
2513	91107	90092
2514	91150	90063
2515	91187	90027
2516	91224	89992
2517	91264	89959
2518	91303	89925
2519	91345	89895
2520	91375	89853
2521	91412	89818
2522	91450	89782
2523	91491	89751
2524	91549	89736
2525	91583	89698
2526	91621	89663
2527	91666	89636
2528	91710	89607
2529	91758	89582
2530	91803	89554
2531	91844	89522
2532	91896	89501
2533	91944	89476
2534	91987	89447
2535	92027	89415
2536	92065	89380
2537	92100	89342
2538	92134	89303
2539	92169	89266
2540	92206	89231
2541	92242	89194
2542	92277	89157
2543	92311	89118
2544	92345	89080
2545	92379	89041
2546	92413	89002
2547	92449	88966
2548	92482	88926
2549	92513	88885
2550	92547	88847
2551	92582	88809
2552	92618	88773
2553	92653	88735
2554	92689	88699
2555	92722	88659
2556	92759	88623
2557	92795	88587
2558	92838	88557
2559	92878	88524
2560	92924	88497
2561	92959	88460
2562	92995	88423
2563	93031	88387
2564	93067	88351
2565	93104	88315
2566	93140	88278
2567	93174	88240
2568	93209	88202
2569	93248	88168
2570	93283	88131
2571	93316	88091
2572	93352	88055
2573	93388	88018
2574	93424	87981
2575	93457	87943
2576	93492	87905
2577	93526	87867
2578	93563	87831
2579	93598	87793
2580	93630	87753
2581	93667	87718
2582	93697	87676
2583	93730	87636
2584	93763	87596
2585	93798	87559
2586	93830	87519
2587	93872	87488
2588	93918	87461
2589	93954	87424
2590	93991	87389
2591	94027	87352
2592	94058	87311
2593	94095	87275
2594	94134	87242
2595	94174	87209
2596	94217	87179
2597	94269	87157
2598	94321	87135
2599	94372	87112
2600	94424	87090
2601	94484	87076
2602	94538	87056
2603	94588	87032
2604	94635	87006
2605	94681	86979
2606	94720	86944
2607	94762	86914
2608	94806	86884
2609	94850	86855
2610	94896	86828
2611	94949	86806
2612	94997	86781
2613	95041	86752
2614	95082	86719
2615	95121	86686
2616	95158	86650
2617	95197	86615
2618	95233	86579
2619	95274	86547
2620	95312	86512
2621	95341	86468
2622	95377	86432
2623	95413	86395
2624	95447	86357
2625	95481	86318
2626	95514	86279
2627	95549	86241
2628	95586	86205
2629	95621	86168
2630	95655	86130
2631	95691	86093
2632	95728	86057
2633	95763	86019
2634	95796	85980
2635	95830	85942
2636	95867	85906
2637	95904	85870
2638	95936	85829
2639	95973	85794
2640	96012	85760
2641	96054	85728
2642	96102	85702
2643	96143	85670
2644	96179	85633
2645	96225	85606
2646	96268	85576
2647	96315	85549
2648	96362	85522
2649	96416	85501
2650	96467	85478
2651	96519	85455
2652	96567	85429
2653	96617	85404
2654	96658	85373
2655	96732	85369
2656	96772	85335
2657	96809	85300
2658	96848	85265
2659	96885	85230
2660	96920	85192
2661	96956	85155
2662	96996	85121
2663	97037	85089
2664	97083	85062
2665	97131	85035
2666	97176	85006
2667	97216	84972
2668	97251	84935
2669	97289	84900
2670	97325	84864
2671	97363	84828
2672	97395	84788
2673	97431	84751
2674	97467	84714
2675	97502	84677
2676	97536	84638
2677	97568	84598
2678	97603	84560
2679	97635	84520
2680	97672	84484
2681	97708	84447
2682	97742	84408
2683	97777	84371
2684	97813	84334
2685	97848	84297
2686	97885	84260
2687	97918	84221
2688	97953	84183
2689	97988	84146
2690	98023	84108
2691	98049	84063
2692	98091	84031
2693	98130	83997
2694	98163	83957
2695	98198	83920
2696	98239	83887
2697	98281	83856
2698	98319	83820
2699	98354	83783
2700	98391	83747
2701	98427	83711
2702	98466	83676
2703	98501	83638
2704	98534	83599
2705	98567	83560
2706	98606	83525
2707	98649	83495
2708	98695	83467
2709	98736	83433
2710	98772	83397
2711	98810	83361
2712	98847	83326
2713	98891	83295
2714	98924	83256
2715	98958	83218
2716	98995	83182
2717	99028	83142
2718	99064	83106
2719	99097	83066
2720	99133	83030
2721	99171	82994
2722	99209	82960
2723	99249	82926
2724	99286	82890
2725	99324	82855
2726	99360	82818
2727	99396	82782
2728	99432	82744
2729	99468	82708
2730	99509	82675
2731	99546	82639
2732	99578	82599
2733	99610	82559
2734	99645	82522
2735	99679	82483
2736	99717	82448
2737	99749	82408
2738	99781	82368
2739	99816	82330
2740	99856	82297
2741	99894	82261
2742	99934	82228
2743	99972	82192
2744	100009	82157
2745	100043	82118
2746	100077	82080
2747	100110	82041
2748	100143	82001
2749	100182	81967
2750	100219	81931
2751	100253	81893
2752	100289	81856
2753	100325	81819
2754	100361	81782
2755	100400	81748
2756	100440	81715
2757	100477	81678
2758	100512	81641
2759	100550	81606
2760	100589	81571
2761	100625	81535
2762	100663	81500
2763	100699	81463
2764	100733	81425
2765	100767	81386
2766	100802	81349
2767	100841	81314
2768	100876	81276
2769	100912	81239
2770	100947	81202
2771	100985	81167
2772	101024	81132
2773	101062	81097
2774	101096	81059
2775	101132	81022
2776	101168	80985
2777	101206	80950
2778	101248	80918
2779	101284	80882
2780	101326	80849
2781	101366	80815
2782	101404	80781
2783	101440	80743
2784	101482	80711
2785	101523	80679
2786	101556	80640
2787	101589	80601
2788	101621	80561
2789	101657	80524
2790	101695	80489
2791	101732	80452
2792	101765	80414
2793	101801	80377
2794	101837	80340
2795	101882	80310
2796	101918	80273
2797	101953	80236
2798	101986	80197
2799	102019	80158
2800	102055	80121
2801	102093	80085
2802	102129	80049
2803	102170	80016
2804	102204	79978
2805	102239	79941
2806	102277	79905
2807	102312	79867
2808	102347	79830
2809	102383	79793
2810	102417	79755
2811	102449	79715
2812	102485	79678
2813	102517	79638
2814	102557	79605
2815	102598	79571
2816	102636	79536
2817	102673	79501
2818	102707	79462
2819	102742	79425
2820	102775	79386
2821	102811	79349
2822	102849	79314
2823	102883	79275
2824	102918	79238
2825	102951	79198
2826	102984	79159
2827	103020	79123
2828	103056	79086
2829	103092	79049
2830	103126	79011
2831	103159	78972
2832	103191	78932
2833	103225	78894
2834	103256	78853
2835	103295	78819
2836	103334	78784
2837	103370	78748
2838	103405	78710
2839	103442	78674
2840	103478	78638
2841	103515	78601
2842	103549	78563
2843	103582	78524
2844	103616	78486
2845	103657	78453
2846	103695	78418
2847	103730	78380
2848	103767	78344
2849	103803	78307
2850	103841	78272
2851	103877	78236
2852	103913	78199
2853	103950	78163
2854	103987	78127
2855	104020	78088
2856	104054	78049
2857	104086	78010
2858	104123	77974
2859	104160	77937
2860	104196	77901
2861	104230	77863
2862	104266	77826
2863	104298	77786
2864	104335	77750
2865	104367	77711
2866	104403	77674
2867	104440	77638
2868	104475	77601
2869	104511	77564
2870	104546	77526
2871	104579	77487
2872	104613	77449
2873	104645	77409
2874	104681	77373
2875	104719	77338
2876	104767	77310
2877	104811	77279
2878	104860	77251
2879	104911	77226
2880	104962	77200
2881	105009	77171
2882	105067	77151
2883	105116	77124
2884	105168	77099
2885	105221	77074
2886	105276	77051
2887	105331	77028
2888	105387	77006
2889	105447	76987
2890	105509	76970
2891	105561	76944
2892	105614	76920
2893	105670	76897
2894	105724	76874
2895	105780	76851
2896	105838	76830
2897	105891	76806
2898	105955	76789
2899	106014	76769
2900	106068	76745
2901	106124	76722
2902	106178	76698
2903	106227	76671
2904	106280	76646
2905	106334	76622
2906	106385	76596
2907	106445	76576
2908	106499	76552
2909	106553	76528
2910	106609	76505
2911	106664	76481
2912	106717	76457
2913	106771	76433
2914	106829	76411
2915	106880	76384
2916	106942	76366
2917	106985	76334
2918	107045	76314
2919	107101	76291
2920	107149	76262
2921	107206	76240
2922	107262	76217
2923	107307	76186
2924	107353	76157
2925	107399	76126
2926	107443	76095
2927	107490	76065
2928	107536	76035
2929	107581	76004
2930	107619	75968
2931	107661	75935
2932	107700	75900
2933	107743	75868
2934	107781	75832
2935	107825	75800
2936	107874	75773
2937	107914	75738
2938	107957	75706
2939	107996	75670
2940	108037	75637
2941	108088	75610
2942	108142	75586
2943	108190	75556
2944	108234	75524
2945	108275	75491
2946	108320	75460
2947	108360	75425
2948	108400	75391
2949	108437	75355
2950	108479	75321
2951	108525	75291
2952	108568	75258
2953	108608	75224
2954	108647	75188
2955	108687	75155
2956	108728	75120
2957	108767	75085
2958	108811	75053
2959	108854	75021
2960	108898	74989
2961	108938	74954
2962	108980	74921
2963	109023	74889
2964	109064	74855
2965	109104	74820
2966	109149	74789
2967	109196	74759
2968	109242	74729
2969	109286	74697
2970	109328	74663
2971	109367	74628
2972	109406	74593
2973	109453	74564
2974	109494	74529
2975	109534	74495
2976	109577	74462
2977	109623	74432
2978	109671	74402
2979	109713	74369
2980	109756	74336
2981	109802	74306
2982	109842	74271
2983	109881	74236
2984	109917	74199
2985	109952	74161
2986	109990	74124
2987	110026	74087
2988	110062	74050
2989	110098	74012
2990	110133	73974
2991	110167	73936
2992	110201	73897
2993	110238	73860
2994	110273	73822
2995	110309	73785
2996	110345	73747
2997	110380	73709
2998	110416	73672
2999	110447	73631
3000	110487	73596
3001	110524	73560
3002	110559	73522
3003	110595	73485
3004	110636	73450
3005	110672	73413
3006	110708	73376
3007	110744	73338
3008	110782	73302
3009	110819	73265
3010	110861	73232
3011	110904	73200
3012	110943	73164
3013	110983	73129
3014	111030	73099
3015	111078	73070
3016	111124	73039
3017	111173	73010
3018	111222	72981
3019	111274	72954
3020	111328	72929
3021	111385	72905
3022	111439	72880
3023	111480	72845
3024	111520	72810
3025	111559	72775
3026	111603	72743
3027	111650	72712
3028	111700	72684
3029	111741	72650
3030	111784	72617
3031	111834	72589
3032	111883	72560
3033	111920	72523
3034	111961	72488
3035	111999	72452
3036	112038	72417
3037	112078	72382
3038	112122	72350
3039	112161	72314
3040	112202	72280
3041	112243	72246
3042	112283	72211
3043	112320	72174
3044	112355	72136
3045	112389	72097
3046	112428	72061
3047	112467	72026
3048	112506	71990
3049	112546	71955
3050	112580	71917
3051	112617	71880
3052	112652	71842
3053	112691	71806
3054	112730	71770
3055	112765	71733
3056	112802	71696
3057	112845	71662
3058	112885	71628
3059	112920	71590
3060	112955	71552
3061	112988	71512
3062	113026	71476
3063	113064	71440
3064	113097	71401
3065	113136	71365
3066	113172	71327
3067	113207	71289
3068	113242	71251
3069	113278	71213
3070	113311	71174
3071	113344	71135
3072	113382	71099
3073	113416	71060
3074	113452	71023
3075	113491	70987
3076	113530	70952
3077	113566	70914
3078	113605	70879
3079	113642	70841
3080	113681	70806
3081	113718	70769
3082	113759	70735
3083	113800	70701
3084	113837	70664
3085	113875	70628
3086	113910	70589
3087	113943	70550
3088	113975	70510
3089	114010	70472
3090	114044	70434
3091	114076	70393
3092	114112	70356
3093	114149	70319
3094	114186	70283
3095	114223	70246
3096	114259	70208
3097	114293	70169
3098	114329	70132
3099	114364	70094
3100	114398	70055
3101	114431	70016
3102	114464	69977
3103	114499	69938
3104	114535	69901
3105	114572	69865
3106	114609	69828
3107	114648	69792
3108	114685	69755
3109	114720	69717
3110	114758	69681
3111	114798	69646
3112	114836	69610
3113	114872	69572
3114	114910	69536
3115	114946	69499
3116	114982	69461
3117	115020	69425
3118	115056	69388
3119	115092	69350
3120	115129	69313
3121	115164	69275
3122	115200	69238
3123	115236	69200
3124	115271	69163
3125	115307	69125
3126	115342	69087
3127	115377	69049
3128	115410	69010
3129	115446	68972
3130	115483	68935
3131	115517	68897
3132	115551	68859
3133	115585	68820
3134	115623	68783
3135	115660	68747
3136	115696	68709
3137	115733	68672
3138	115773	68637
3139	115810	68601
3140	115853	68567
3141	115892	68532
3142	115926	68493
3143	115961	68455
3144	115996	68417
3145	116031	68379
3146	116065	68340
3147	116102	68304
3148	116140	68267
3149	116176	68230
3150	116209	68191
3151	116246	68154
3152	116282	68117
3153	116315	68078
3154	116348	68039
3155	116387	68003
3156	116420	67964
3157	116456	67926
3158	116490	67888
3159	116524	67849
3160	116560	67812
3161	116593	67773
3162	116625	67733
3163	116660	67695
3164	116692	67655
3165	116729	67618
3166	116765	67581
3167	116805	67546
3168	116848	67513
3169	116884	67475
3170	116917	67437
3171	116954	67400
3172	116991	67363
3173	117033	67329
3174	117078	67297
3175	117122	67264
3176	117172	67234
3177	117221	67205
3178	117271	67175
3179	117310	67139
3180	117348	67103
3181	117388	67068
3182	117428	67033
3183	117464	66996
3184	117497	66957
3185	117533	66919
3186	117568	66881
3187	117605	66845
3188	117640	66806
3189	117678	66770
3190	117715	66733
3191	117752	66696
3192	117787	66658
3193	117823	66621
3194	117863	66586
3195	117907	66553
3196	117949	66519
3197	117988	66484
3198	118023	66446
3199	118060	66408
3200	118098	66372
3201	118135	66336
3202	118175	66300
3203	118209	66262
3204	118245	66224
3205	118280	66186
3206	118313	66148
3207	118350	66111
3208	118384	66072
3209	118417	66033
3210	118450	65994
3211	118480	65953
3212	118514	65915
3213	118548	65876
3214	118582	65838
3215	118615	65798
3216	118651	65761
3217	118686	65723
3218	118718	65684
3219	118753	65646
