iter	RMSE
411	0.2297157215
412	0.2296484243
413	0.2295639011
414	0.2294967686
415	0.2294438764
416	0.2293594616
417	0.2292893462
418	0.2292324606
419	0.229181993
420	0.2291299711
421	0.2290418124
422	0.2289424613
423	0.228871327
424	0.2288069932
425	0.2287605911
426	0.2286922691
427	0.2286129555
428	0.2285505423
429	0.2284891721
430	0.2284132106
431	0.2283716614
432	0.2283060947
433	0.2282464875
434	0.2281746391
435	0.2281179668
436	0.2280320688
437	0.2279656155
438	0.2279013509
439	0.2278296371
440	0.2277736639
441	0.2277019759
442	0.2276540962
443	0.2275957415
444	0.2275398756
445	0.2274929202
446	0.227454736
447	0.2274043824
448	0.2273567807
449	0.2272831123
450	0.2272399677
451	0.2271866473
452	0.2271393958
453	0.227089252
454	0.2270337116
455	0.2269847135
456	0.2269026914
457	0.2268550367
458	0.2268108266
459	0.2267592584
460	0.2266948922
461	0.2266477751
462	0.2266066102
463	0.2265615293
464	0.2265118204
465	0.2264567575
466	0.2264132534
467	0.226377021
468	0.2263389005
469	0.2262846174
470	0.2262356245
471	0.2261787365
472	0.2261116266
473	0.2260531506
474	0.2259963816
475	0.2259361328
476	0.2258781517
477	0.2258275148
478	0.2257623816
479	0.225725662
480	0.2256812388
481	0.2256393721
482	0.225598749
483	0.2255480949
484	0.2255210948
485	0.2254660387
486	0.2254292087
487	0.2253838197
488	0.2253232451
489	0.2252818771
490	0.2252213458
491	0.2251665321
492	0.2251174917
493	0.2250661596
494	0.2249941333
495	0.2249514026
496	0.2249203494
497	0.2248844197
498	0.224831782
499	0.224781516
500	0.2247418933
501	0.2246926246
502	0.2246394994
503	0.2245995512
504	0.2245319648
505	0.2244940057
506	0.2244431931
507	0.2244023766
508	0.2243344558
509	0.2242916521
510	0.2242431906
511	0.2241943603
512	0.2241453369
513	0.224104575
514	0.2240670856
515	0.2240218524
516	0.2239576765
517	0.2238848291
518	0.2238424048
519	0.2237627068
520	0.2236957325
521	0.2236471802
522	0.2236219287
523	0.2235824846
524	0.2235515503
525	0.2235077364
526	0.2234606016
527	0.2234200629
528	0.2233678015
529	0.2233124943
530	0.2232524604
531	0.2232043672
532	0.2231458689
533	0.2230989488
534	0.223046841
535	0.2230016863
536	0.2229504676
537	0.2229177232
538	0.2228812932
539	0.2228373773
540	0.2228048627
541	0.2227597741
542	0.2227179402
543	0.222674565
544	0.2226294798
545	0.2225983988
546	0.2225544234
547	0.2225067815
548	0.2224659308
549	0.2224309201
550	0.2223695735
551	0.2223258977
552	0.222275756
553	0.2222199055
554	0.2221788501
555	0.2221240989
556	0.2220810816
557	0.2220425938
558	0.2220028507
559	0.2219605411
560	0.2219219673
561	0.2218779585
562	0.2218316595
563	0.221805946
564	0.2217859457
565	0.2217545415
566	0.2216977314
567	0.221667952
568	0.2216244655
569	0.2215616621
570	0.2215304275
571	0.2215003157
572	0.2214630392
573	0.2214325666
574	0.2213855104
575	0.2213414434
576	0.2213132684
577	0.2212703858
578	0.2212189601
579	0.2211882803
580	0.2211605876
581	0.2211299573
582	0.2210934632
583	0.2210595108
584	0.2210337534
585	0.2209897283
586	0.2209556532
587	0.2209172609
588	0.2208771932
589	0.2208411456
590	0.2208180629
591	0.220776283
592	0.2207483066
593	0.2206993069
594	0.2206705852
595	0.2206400001
596	0.2206038522
597	0.2205634547
598	0.2205301856
599	0.2204815971
600	0.2204591052
601	0.2204219962
602	0.2203843769
603	0.2203440315
604	0.220293425
605	0.2202477248
606	0.2202034277
607	0.2201534756
608	0.2201113985
609	0.2200652844
610	0.2200193129
611	0.2199904481
612	0.2199511447
613	0.2199201905
614	0.219898804
615	0.2198650547
616	0.2198410852
617	0.219814792
618	0.2197843395
619	0.2197546956
620	0.2197089206
621	0.2196694671
622	0.2196443635
623	0.2196161596
624	0.219597239
625	0.2195584677
626	0.2195367849
627	0.2194967507
628	0.2194534331
629	0.2194137407
630	0.2193806799
631	0.2193551614
632	0.2193236845
633	0.2192828089
634	0.2192537884
635	0.2192165168
636	0.2191815096
637	0.2191566996
638	0.2191276927
639	0.219093516
640	0.2190610662
641	0.2190312032
642	0.2190044783
643	0.2189810807
644	0.2189556207
645	0.218926784
646	0.2189016214
647	0.2188777154
648	0.2188460501
649	0.2188255019
650	0.218799884
651	0.2187460302
652	0.2187169341
653	0.2186888462
654	0.2186640482
655	0.2186335751
656	0.2186100229
657	0.2185792799
658	0.2185571953
659	0.2185277811
660	0.2184887363
661	0.2184689394
662	0.2184488736
663	0.2184062746
664	0.2183789887
665	0.2183443967
666	0.2183220474
667	0.2182864192
668	0.2182645355
669	0.2182219328
670	0.2181929485
671	0.2181602297
672	0.2181443117
673	0.2181022263
674	0.21807251
675	0.2180553695
676	0.218033627
677	0.2179839494
678	0.217952258
679	0.2179355861
680	0.2179048892
681	0.2178693691
682	0.2178523004
683	0.2178262164
684	0.2177870973
685	0.2177452114
686	0.2177294623
687	0.2176959412
688	0.2176739501
689	0.2176394517
690	0.2176246216
691	0.2175929854
692	0.2175505155
693	0.2175221678
694	0.2174837947
695	0.217459807
696	0.2174331103
697	0.2174103827
698	0.2173852534
699	0.217343194
700	0.2173123084
701	0.2172867725
702	0.2172556282
703	0.2172224886
704	0.217196107
705	0.2171668507
706	0.2171451895
707	0.2171106112
708	0.2170886969
709	0.217049183
710	0.2170311522
711	0.2170019972
712	0.2169646285
713	0.216933139
714	0.2169139948
715	0.2168752961
716	0.2168354689
717	0.216810104
718	0.2167791478
719	0.2167592503
720	0.2167374028
721	0.2167135903
722	0.216683529
723	0.2166618022
724	0.2166258251
725	0.2165966846
726	0.2165625479
727	0.2165436812
728	0.2165217065
729	0.2164915643
730	0.2164651209
731	0.2164425324
732	0.2164167015
733	0.2163882519
734	0.2163689202
735	0.21633477
736	0.2163142604
737	0.2162882892
738	0.2162471994
739	0.216216308
740	0.2161995533
741	0.2161733859
742	0.2161390464
743	0.2161206569
744	0.2160964556
745	0.2160663398
746	0.2160300881
747	0.2160012588
748	0.2159844482
749	0.2159686491
750	0.2159541398
751	0.2159251588
752	0.2158896934
753	0.2158594655
754	0.2158370709
755	0.2158056974
756	0.2157719438
757	0.2157471194
758	0.2157244078
759	0.2157042941
760	0.2156687802
761	0.2156412081
762	0.2156263983
763	0.2155997675
764	0.2155593196
765	0.2155383957
766	0.2155121178
767	0.2154779158
768	0.2154579212
769	0.2154347607
770	0.215420641
771	0.2154052149
772	0.2153865873
773	0.2153711415
774	0.2153331655
775	0.2153155635
776	0.2152783171
777	0.2152544148
778	0.2152295039
779	0.215186997
780	0.2151636725
781	0.2151361826
782	0.2151184193
783	0.215100352
784	0.2150830916
785	0.2150673862
786	0.2150407731
787	0.2150262803
788	0.21500724
789	0.2149698793
790	0.2149545944
791	0.2149460036
792	0.2149261446
793	0.2148918816
794	0.2148724525
795	0.2148496976
796	0.2148334533
797	0.2148040845
798	0.2147732226
799	0.2147424903
800	0.2147104553
801	0.2146885968
802	0.2146692896
803	0.2146546958
804	0.2146396349
805	0.21461372
806	0.214590166
807	0.2145716792
808	0.2145580232
809	0.2145310013
810	0.2145160765
811	0.2144841009
812	0.2144702718
813	0.2144566924
814	0.2144278945
815	0.2144024594
816	0.2143713992
817	0.2143507725
818	0.2143279519
819	0.2143073189
820	0.2142648427
821	0.2142471768
822	0.2142138472
823	0.2141942463
824	0.2141748353
825	0.2141554928
826	0.2141199566
827	0.2140927978
828	0.2140803001
829	0.2140637907
830	0.2140350808
831	0.2140046962
832	0.213973344
833	0.2139510077
834	0.2139278827
835	0.2138898101
836	0.2138692708
837	0.2138383919
838	0.2138208619
839	0.2138031139
840	0.213789445
841	0.2137609257
842	0.213739239
843	0.2137191519
844	0.21368861
845	0.2136648124
846	0.2136413475
847	0.2136220056
848	0.2135996975
849	0.2135790138
850	0.2135620718
851	0.2135382789
852	0.2135258284
853	0.2134930946
854	0.2134753685
855	0.2134594813
856	0.2134270323
857	0.21339532
858	0.2133570683
859	0.2133378438
860	0.213308407
861	0.2132988928
862	0.2132781771
863	0.2132514418
864	0.2132280577
865	0.2131967859
866	0.2131731138
867	0.2131504008
868	0.2131254187
869	0.213097433
870	0.2130799476
871	0.2130455045
872	0.2130297025
873	0.2130054875
874	0.2129764829
875	0.2129478772
876	0.2129281244
877	0.2128981827
878	0.2128748663
879	0.2128549284
880	0.2128310511
881	0.2128175244
882	0.21278721
883	0.2127669442
884	0.2127501337
885	0.2127320041
886	0.2127097766
887	0.2126830398
888	0.2126582314
889	0.2126397917
890	0.2126164018
891	0.2125934307
892	0.2125590755
893	0.2125368695
894	0.2125252754
895	0.2124929084
896	0.2124773361
897	0.2124570203
898	0.2124298528
899	0.2124160062
900	0.2123973028
901	0.2123855673
902	0.2123529393
903	0.2123160549
904	0.2122997862
905	0.2122868011
906	0.2122663312
907	0.2122462751
908	0.2122290392
909	0.2122056573
910	0.2121943825
911	0.2121685933
912	0.2121589211
913	0.2121407794
914	0.2121067986
915	0.2120940665
916	0.2120820184
917	0.2120604786
918	0.2120396187
919	0.2120393178
920	0.2120107104
921	0.2119809141
922	0.2119586384
923	0.2119421116
924	0.2119169851
925	0.2118970968
926	0.2118637446
927	0.2118411177
928	0.2118127318
929	0.2117967374
930	0.2117669661
931	0.2117527758
932	0.2117360981
933	0.2117122861
934	0.2116957469
935	0.2116685986
936	0.2116369263
937	0.2116228128
938	0.2115923511
939	0.2115689706
940	0.211558387
941	0.2115468911
942	0.2115354666
943	0.2115002229
944	0.2114903717
945	0.2114567324
946	0.2114306132
947	0.2114059188
948	0.2113891415
949	0.2113631239
950	0.2113428014
951	0.2113193715
952	0.211294868
953	0.2112711184
954	0.211242656
955	0.211214872
956	0.211196302
957	0.2111687411
958	0.2111545397
959	0.2111423497
960	0.2111154794
961	0.2110967431
962	0.2110733967
963	0.2110583258
964	0.2110389152
965	0.2110167038
966	0.2109935694
967	0.210980568
968	0.2109678268
969	0.2109372799
970	0.2109139429
971	0.210890091
972	0.2108758426
973	0.2108550965
974	0.2108226526
975	0.2107984909
976	0.2107855371
977	0.2107734851
978	0.2107606109
979	0.2107307703
980	0.2107168527
981	0.2106983893
982	0.2106821671
983	0.2106534858
984	0.210625641
985	0.2106064942
986	0.21058793
987	0.2105710001
988	0.2105575029
989	0.2105437502
990	0.2105343995
991	0.2105189501
992	0.2105055321
993	0.2104865972
994	0.2104613317
995	0.2104507366
996	0.2104198085
997	0.2104026194
998	0.2103776387
999	0.2103531994
1000	0.2103365727
1001	0.2103209799
1002	0.2103074438
1003	0.210291365
1004	0.2102811128
1005	0.2102513867
1006	0.2102190631
1007	0.2101920294
1008	0.2101749836
1009	0.21015315
1010	0.210127656
1011	0.210100143
1012	0.2100840416
1013	0.210052476
1014	0.2100308605
1015	0.2100064153
1016	0.2099782223
1017	0.2099654869
1018	0.2099379394
1019	0.2099182957
1020	0.209892105
1021	0.2098724679
1022	0.2098484132
1023	0.2098212529
1024	0.2097944008
1025	0.2097817731
1026	0.2097695552
1027	0.2097416959
1028	0.2097188376
1029	0.2096941429
1030	0.2096685766
1031	0.2096452482
1032	0.2096284886
1033	0.2096281972
1034	0.209604211
1035	0.2095913591
1036	0.2095684527
1037	0.209544514
1038	0.2095184781
1039	0.2095086403
1040	0.2094877824
1041	0.2094654276
1042	0.209446864
1043	0.2094141132
1044	0.2093952527
1045	0.2093695088
1046	0.2093692569
1047	0.2093501223
1048	0.2093301149
1049	0.2093095106
1050	0.2092895651
1051	0.2092664559
1052	0.2092366687
1053	0.2092046822
1054	0.2091873494
1055	0.2091628037
1056	0.2091374451
1057	0.2091228396
1058	0.209102264
1059	0.2090865137
1060	0.2090564552
1061	0.2090266712
1062	0.209009822
1063	0.2089848092
1064	0.2089547098
1065	0.2089405963
1066	0.2089356
1067	0.2089224176
1068	0.2089054696
1069	0.2088962752
1070	0.2088700349
1071	0.208869722
1072	0.2088380905
1073	0.208815774
1074	0.2087914895
1075	0.2087912039
1076	0.2087709078
1077	0.2087565974
1078	0.2087499046
1079	0.2087332354
1080	0.208722855
1081	0.2087069697
1082	0.208692769
1083	0.208681151
1084	0.2086808664
1085	0.2086619416
1086	0.2086486604
1087	0.2086218804
1088	0.2086112607
1089	0.2085970177
1090	0.2085796618
1091	0.2085732302
1092	0.2085469049
1093	0.2085352982
1094	0.2085085124
1095	0.2084917452
1096	0.2084699714
1097	0.2084624998
1098	0.2084395721
1099	0.2084199876
1100	0.2083971444
1101	0.2083861934
1102	0.2083714909
1103	0.2083524693
1104	0.2083229045
1105	0.2083127855
1106	0.2082977306
1107	0.2082746891
1108	0.2082690627
1109	0.2082431225
1110	0.2082285408
1111	0.2082132607
1112	0.2081962612
1113	0.2081871412
1114	0.2081618901
1115	0.2081445559
1116	0.2081199498
1117	0.2081062566
1118	0.2080922095
1119	0.2080768272
1120	0.2080651454
1121	0.2080471333
1122	0.2080326913
1123	0.2080039239
1124	0.2080035594
1125	0.207982908
1126	0.2079685459
1127	0.2079587538
1128	0.2079500052
1129	0.207934926
1130	0.2079090641
1131	0.2079087593
1132	0.2078870156
1133	0.2078664999
1134	0.2078514854
1135	0.2078322036
1136	0.2078144114
1137	0.2077966682
1138	0.2077760332
1139	0.2077483586
1140	0.2077412879
1141	0.2077369764
1142	0.2077104777
1143	0.2076917715
1144	0.2076825708
1145	0.2076822944
1146	0.2076819344
1147	0.2076718784
1148	0.2076715774
1149	0.207662532
1150	0.2076421089
1151	0.2076306984
1152	0.2076271507
1153	0.2076138834
1154	0.2075877709
1155	0.2075790468
1156	0.2075787478
1157	0.2075597848
1158	0.2075391381
1159	0.2075207167
1160	0.2074982682
1161	0.2074833006
1162	0.2074621878
1163	0.2074438873
1164	0.2074228551
1165	0.2074104862
1166	0.2074009832
1167	0.2073894874
1168	0.2073891895
1169	0.2073794389
1170	0.2073556575
1171	0.2073443601
1172	0.2073337287
1173	0.2073222304
1174	0.2073046586
1175	0.2072861701
1176	0.2072713583
1177	0.2072677159
1178	0.2072674205
1179	0.2072631228
1180	0.2072512341
1181	0.2072267103
1182	0.2072186271
1183	0.2072058122
1184	0.2071846238
1185	0.2071669693
1186	0.20715436
1187	0.2071438837
1188	0.2071364669
1189	0.2071202238
1190	0.2071200138
1191	0.2070970644
1192	0.2070775158
1193	0.2070667152
1194	0.2070607536
1195	0.2070424496
1196	0.2070421262
1197	0.2070229955
1198	0.2070038422
1199	0.2069914376
1200	0.2069787261
1201	0.2069701016
1202	0.2069696618
1203	0.2069555896
1204	0.2069314571
1205	0.2069049436
1206	0.2068929767
1207	0.2068926295
1208	0.2068922917
1209	0.2068694765
1210	0.2068514813
1211	0.2068295975
1212	0.206815568
1213	0.2068007461
1214	0.2067794242
1215	0.2067599562
1216	0.2067380391
1217	0.2067257288
1218	0.2067135866
1219	0.2066905316
1220	0.206667509
1221	0.2066528728
1222	0.2066310753
1223	0.2066102176
1224	0.2066036267
1225	0.2065887144
1226	0.20657549
1227	0.2065628014
1228	0.2065381289
1229	0.2065182614
1230	0.2065112989
1231	0.206494202
1232	0.2064820462
1233	0.2064604755
1234	0.206439517
1235	0.2064295556
1236	0.20641069
1237	0.2064102114
1238	0.2063811311
1239	0.2063629643
1240	0.2063486718
1241	0.2063278317
1242	0.2063101254
1243	0.2062898841
1244	0.2062647017
1245	0.2062642768
1246	0.2062457293
1247	0.2062209842
1248	0.2062077341
1249	0.2062073544
1250	0.2061989875
1251	0.2061892852
1252	0.206174799
1253	0.2061727673
1254	0.2061724537
1255	0.2061605114
1256	0.2061415618
1257	0.206125039
1258	0.2061199766
1259	0.2061046194
1260	0.2060934349
1261	0.2060744858
1262	0.2060515006
1263	0.2060383817
1264	0.2060340736
1265	0.2060247658
1266	0.2060208525
1267	0.2060080788
1268	0.205997017
1269	0.2059966667
1270	0.2059901025
1271	0.2059759713
1272	0.2059756617
1273	0.205948029
1274	0.205935596
1275	0.2059226723
1276	0.2059223389
1277	0.2059022446
1278	0.2058864848
1279	0.2058859506
1280	0.2058755809
1281	0.2058717734
1282	0.2058530121
1283	0.2058527963
1284	0.2058490744
1285	0.2058487706
1286	0.2058406511
1287	0.2058403563
1288	0.2058400543
1289	0.2058298543
1290	0.2058095789
1291	0.2058092772
1292	0.2058089776
1293	0.2057932594
1294	0.2057929607
1295	0.2057749288
1296	0.2057662915
1297	0.2057650991
1298	0.2057491425
1299	0.2057388056
1300	0.2057385748
1301	0.205738279
1302	0.2057379842
1303	0.2057284921
1304	0.2057280565
1305	0.2057277641
1306	0.205727516
1307	0.2057069463
1308	0.2057006344
1309	0.2056857145
1310	0.2056752973
1311	0.2056697138
1312	0.2056660151
1313	0.205665725
1314	0.2056502614
1315	0.2056326902
1316	0.2056224015
1317	0.2056013353
1318	0.2055947151
1319	0.2055885373
1320	0.2055700184
1321	0.2055556388
1322	0.2055463814
1323	0.2055290496
1324	0.2055254699
1325	0.2055130878
1326	0.2055104913
1327	0.2054882135
1328	0.2054876992
1329	0.2054658921
1330	0.205465605
1331	0.2054438475
1332	0.2054247495
1333	0.2054085545
1334	0.2054082683
1335	0.2053936279
1336	0.2053933429
1337	0.2053735297
1338	0.2053652127
1339	0.2053522902
1340	0.2053360807
1341	0.2053241526
1342	0.2053033567
1343	0.2052958639
1344	0.2052772972
1345	0.2052608747
1346	0.2052449663
1347	0.2052447124
1348	0.2052273975
1349	0.2052158674
1350	0.2052155686
1351	0.2052048559
1352	0.2052045728
1353	0.2051925889
1354	0.205180987
1355	0.2051634141
1356	0.2051463139
1357	0.2051315569
1358	0.2051231518
1359	0.2051144761
1360	0.205107763
1361	0.20509474
1362	0.2050706206
1363	0.2050553036
1364	0.2050550223
1365	0.2050374389
1366	0.2050288272
1367	0.2050161894
1368	0.2050025963
1369	0.2049812437
1370	0.2049620124
1371	0.2049531573
1372	0.2049499448
1373	0.20494951
1374	0.2049492332
1375	0.2049410568
1376	0.2049350931
1377	0.2049347978
1378	0.2049244834
1379	0.2049182171
1380	0.2049104065
1381	0.2048878137
1382	0.2048723906
1383	0.2048640415
1384	0.2048530897
1385	0.2048450099
1386	0.2048447366
1387	0.2048392489
1388	0.2048183338
1389	0.2047994674
1390	0.2047824822
1391	0.2047739516
1392	0.2047735893
1393	0.2047605147
1394	0.204750628
1395	0.2047425865
1396	0.2047423162
1397	0.2047365541
1398	0.204715225
1399	0.2047024527
1400	0.204702039
1401	0.2047016777
1402	0.204701337
1403	0.20468538
1404	0.2046712652
1405	0.2046544817
1406	0.204637378
1407	0.204630125
1408	0.2046181908
1409	0.2046178753
1410	0.2046176105
1411	0.2046173466
1412	0.2046044579
1413	0.2045869461
1414	0.2045688612
1415	0.2045620763
1416	0.2045525195
1417	0.2045370303
1418	0.2045310597
1419	0.2045188825
1420	0.2045004796
1421	0.2044907552
1422	0.2044795095
1423	0.2044752473
1424	0.2044622796
1425	0.2044443933
1426	0.2044292852
1427	0.2044290245
1428	0.2044287646
1429	0.2044231194
1430	0.2044083004
1431	0.2043940162
1432	0.2043842597
1433	0.2043595036
1434	0.2043382103
1435	0.2043379524
1436	0.2043262385
1437	0.2043148542
1438	0.2043031866
1439	0.2042831444
1440	0.2042801815
1441	0.204268302
1442	0.2042681384
1443	0.2042678832
1444	0.2042476139
1445	0.2042303492
1446	0.2042299804
1447	0.2042086277
1448	0.2041884772
1449	0.2041700008
1450	0.2041604008
1451	0.2041499284
1452	0.204145002
1453	0.2041318659
1454	0.204131613
1455	0.2041312558
1456	0.2041254365
1457	0.204118468
1458	0.2041182166
1459	0.2041043261
1460	0.2041026509
1461	0.2040975654
1462	0.2040892065
1463	0.2040886855
1464	0.2040738056
1465	0.204066091
1466	0.2040503374
1467	0.2040498691
1468	0.2040494772
1469	0.2040430458
1470	0.2040275957
1471	0.2040228123
1472	0.2040225651
1473	0.2040121983
1474	0.2039939433
1475	0.2039773844
1476	0.2039725485
1477	0.2039553835
1478	0.203940098
1479	0.2039398354
1480	0.2039185809
1481	0.2039017321
1482	0.2038977729
1483	0.2038948547
1484	0.203886351
1485	0.2038861066
1486	0.2038856428
1487	0.2038657075
1488	0.2038479125
1489	0.2038474495
1490	0.2038300377
1491	0.2038236665
1492	0.2038089849
1493	0.2038015061
1494	0.2037967648
1495	0.203796523
1496	0.2037941977
1497	0.2037775913
1498	0.2037759362
1499	0.2037723688
1500	0.2037540038
1501	0.2037317978
1502	0.2037310681
1503	0.2037302896
1504	0.2037246549
1505	0.2037244184
1506	0.203713546
1507	0.2037132003
1508	0.2036964912
1509	0.2036962567
1510	0.2036845207
1511	0.2036773154
1512	0.2036662745
1513	0.2036518746
