Price,Locality,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Terrace,Garden,Surface_area_plot_of_land,Number_of_Facades,Swimming_Pool,Lift,Municipality,Province,Distance_to_Brussels,Distance_to_Nearest_Airport,total_income,Employment Rate (%),Unemployment Rate (%),Population Density
219000,2180,APARTMENT,APARTMENT,GOOD,2,81.0,0,1.0,0.0,0.0,3.0,0.0,1.0,antwerpen,Antwerp,48.48526567297344,10.674104171292354,1745305266.5072873,76.2,3.4,
495000,9860,HOUSE,VILLA,GOOD,4,178.0,0,0.0,1.0,660.0,4.0,0.0,0.0,oosterzele,East Flanders,41.81527683760344,50.184250343164585,1117714304.28,72.2,5.4,311.9205355925775
195000,4600,HOUSE,HOUSE,GOOD,2,100.0,0,1.0,0.0,180.0,2.0,0.0,0.0,visé,Liège,95.72429749671817,21.32381528602669,1130262484.59,72.2,5.4,642.4443876412485
195000,2020,APARTMENT,APARTMENT,GOOD,2,80.0,0,1.0,0.0,0.0,2.0,0.0,1.0,antwerpen,Antwerp,44.304951975245935,8.815715775312077,1745305266.5072873,76.2,3.4,
429000,8300,APARTMENT,APARTMENT,GOOD,2,69.0,1,1.0,0.0,0.0,2.0,0.0,1.0,knokke-heist,Other,90.0906959404166,35.774400446684034,3203281012.67,72.2,5.4,537.8952444546014
249500,4671,HOUSE,HOUSE,GOOD,2,154.0,0,1.0,0.0,185.0,4.0,0.0,0.0,blegny,Liège,95.57293547142277,16.432913033826274,941798963.55,72.2,5.4,509.7636889402948
380000,9800,APARTMENT,APARTMENT,GOOD,2,96.0,1,1.0,0.0,0.0,2.0,0.0,1.0,deinze,East Flanders,60.51636306308565,51.97510447972411,3344060399.86,72.2,5.4,340.3258098451427
165000,5170,APARTMENT,APARTMENT,TO_BE_DONE_UP,1,55.0,0,0.0,0.0,0.0,2.0,0.0,1.0,profondeville,Namur,61.31113733126255,27.44617760639472,888528302.6999999,72.2,5.4,242.4971058109332
450000,1200,APARTMENT,APARTMENT,GOOD,3,120.0,1,1.0,0.0,0.0,2.0,0.0,1.0,woluwe-saint-lambert,Brussels Capital,5.611635398494777,7.011183413030368,3631679518.14,63.7,12.3,7764.8380559838515
359000,2900,HOUSE,HOUSE,GOOD,3,149.0,0,1.0,0.0,200.0,2.0,0.0,0.0,schoten,Antwerp,47.30286943582032,8.950999866208114,2643709969.13,76.2,3.4,1170.3226492440251
269000,9620,APARTMENT,APARTMENT,GOOD,1,84.0,0,1.0,0.0,0.0,2.0,0.0,1.0,zottegem,East Flanders,39.43948800795363,48.80598210013554,2091569352.27,72.2,5.4,462.5804408279184
259000,8000,HOUSE,HOUSE,AS_NEW,1,75.0,0,0.0,1.0,65.0,2.0,0.0,0.0,brugge,Other,90.61028614550884,23.99214769355588,1754096553.2486956,72.2,5.4,
350000,4800,APARTMENT,LOFT,GOOD,3,294.0,1,1.0,0.0,0.0,3.0,0.0,1.0,verviers,Liège,112.03739317043812,31.685681172852163,2794350643.88,72.2,5.4,1672.8934654097072
390595,8500,APARTMENT,APARTMENT,GOOD,2,101.0,0,1.0,0.0,0.0,2.0,0.0,1.0,kortrijk,Other,75.60579498610886,52.78470177475659,1754096553.2486956,72.2,5.4,
298000,9310,HOUSE,HOUSE,GOOD,3,170.0,0,1.0,0.0,390.0,3.0,0.0,0.0,aalst,East Flanders,21.02452939599908,27.485945728771657,1990062227.7286024,72.2,5.4,
265000,8370,APARTMENT,APARTMENT,TO_BE_DONE_UP,1,68.0,0,1.0,0.0,0.0,2.0,0.0,1.0,blankenberge,Other,98.13105837351104,21.51898772619248,1371659714.53,72.2,5.4,1074.3590974311114
285000,2500,APARTMENT,GROUND_FLOOR,JUST_RENOVATED,2,114.0,0,1.0,1.0,0.0,2.0,0.0,1.0,lier,Antwerp,34.5632405233937,9.544661264547504,1745305266.5072873,76.2,3.4,
650000,2140,HOUSE,MANSION,AS_NEW,4,240.0,1,1.0,1.0,140.0,2.0,0.0,0.0,antwerpen,Antwerp,40.74311933837633,2.741390198762573,1745305266.5072873,76.2,3.4,
349000,9120,HOUSE,HOUSE,TO_RENOVATE,3,140.0,0,0.0,0.0,444.0,3.0,0.0,0.0,beveren,East Flanders,41.16494971567823,15.51266118425672,3789448414.18,72.2,5.4,
495000,1190,APARTMENT,DUPLEX,TO_BE_DONE_UP,3,188.0,0,1.0,0.0,0.0,2.0,0.0,0.0,forest,Brussels Capital,4.466804486078367,14.857431982688638,3051483768.2200003,63.7,12.3,
255000,6001,APARTMENT,APARTMENT,AS_NEW,2,100.0,0,1.0,0.0,0.0,2.0,0.0,1.0,charleroi,Hainaut,52.41610867513632,7.643156789043925,9552787098.79,68.1,6.8,1964.723429531124
299000,4000,APARTMENT,DUPLEX,AS_NEW,3,168.0,1,1.0,1.0,0.0,2.0,0.0,0.0,liège,Liège,89.27968818957099,9.400107558571872,10411526122.86,72.2,5.4,2874.2330376414893
680000,9120,HOUSE,HOUSE,AS_NEW,3,135.0,1,1.0,1.0,672.0,4.0,0.0,0.0,beveren,East Flanders,41.16494971567823,15.51266118425672,3789448414.18,72.2,5.4,
199000,4101,HOUSE,HOUSE,GOOD,3,100.0,0,1.0,0.0,100.0,2.0,0.0,0.0,seraing,Liège,84.6994950721108,4.369354205591225,3230529088.27,72.2,5.4,1823.1277022664133
299000,1083,HOUSE,HOUSE,TO_RENOVATE,3,121.0,0,1.0,1.0,130.0,4.0,0.0,0.0,ganshoren,Brussels Capital,3.997266047193669,12.634028468771808,1321548647.24,63.7,12.3,10232.118959168907
369000,2020,HOUSE,TOWN_HOUSE,AS_NEW,3,195.0,0,1.0,1.0,131.0,2.0,0.0,0.0,antwerpen,Antwerp,44.304951975245935,8.815715775312077,1745305266.5072873,76.2,3.4,
404500,9230,HOUSE,HOUSE,AS_NEW,3,126.0,1,1.0,1.0,148.0,2.0,0.0,0.0,wetteren,East Flanders,37.71369336903843,44.429727732639286,1854868521.63,72.2,5.4,697.4031020997871
269000,4450,HOUSE,HOUSE,GOOD,4,120.0,0,1.0,1.0,376.0,2.0,0.0,0.0,juprelle,Liège,85.5560833178848,10.854427975520029,684039331.1800001,72.2,5.4,262.04052976222226
375000,2660,HOUSE,HOUSE,GOOD,4,184.0,1,1.0,0.0,86.0,3.0,0.0,0.0,antwerpen,Antwerp,36.30556862031787,7.872924613289252,1745305266.5072873,76.2,3.4,
447761,2800,APARTMENT,APARTMENT,GOOD,3,108.0,0,1.0,0.0,0.0,2.0,0.0,1.0,mechelen,Antwerp,21.5900469929997,14.353653278191508,1745305266.5072873,76.2,3.4,
545000,1030,APARTMENT,TRIPLEX,AS_NEW,3,141.0,1,1.0,0.0,0.0,2.0,0.0,0.0,schaerbeek,Brussels Capital,2.729999148382116,8.184390748808344,5851194049.33,63.7,12.3,16878.804438382722
349000,1000,APARTMENT,APARTMENT,GOOD,2,131.0,0,1.0,0.0,0.0,2.0,0.0,0.0,saint-josse-ten-noode,Brussels Capital,1.2943533842238977,9.65606585114241,962645340.61,63.7,12.3,23324.26651353312
340149,9940,APARTMENT,APARTMENT,GOOD,2,99.0,0,1.0,0.0,0.0,4.0,0.0,1.0,evergem,East Flanders,54.17875234325479,53.07939857820272,2691586967.2,72.2,5.4,470.1296264372031
525000,2070,HOUSE,HOUSE,AS_NEW,4,170.0,1,0.0,0.0,585.0,3.0,0.0,0.0,zwijndrecht,Antwerp,42.4324786690541,10.861075949399318,1347495945.7,76.2,3.4,941.433880474258
285000,1050,APARTMENT,GROUND_FLOOR,AS_NEW,1,55.0,1,1.0,1.0,0.0,3.0,0.0,1.0,ixelles,Brussels Capital,3.5845342591583096,11.578489606927366,5446918872.59,63.7,12.3,13560.51149582544
375000,1060,APARTMENT,APARTMENT,GOOD,2,115.0,1,0.0,0.0,0.0,2.0,0.0,0.0,saint-gilles,Brussels Capital,2.367119984418256,12.652481324126706,2471113985.26,63.7,12.3,19892.22653085695
263668,9940,APARTMENT,APARTMENT,GOOD,1,75.0,0,0.0,0.0,0.0,2.0,0.0,1.0,evergem,East Flanders,54.17875234325479,53.07939857820272,2691586967.2,72.2,5.4,470.1296264372031
395000,1090,HOUSE,HOUSE,TO_BE_DONE_UP,4,150.0,1,1.0,1.0,175.0,2.0,0.0,0.0,jette,Brussels Capital,4.0905755803380766,11.6415862220997,2772675970.9700003,63.7,12.3,10124.427783668403
210000,9880,APARTMENT,APARTMENT,GOOD,1,75.0,0,0.0,0.0,0.0,2.0,0.0,0.0,aalter,East Flanders,70.56730717982146,41.02700094780928,2221066498.05,72.2,5.4,241.17957219202705
395000,1050,APARTMENT,GROUND_FLOOR,TO_RENOVATE,2,111.0,0,1.0,1.0,0.0,2.0,0.0,1.0,ixelles,Brussels Capital,3.5845342591583096,11.578489606927366,5446918872.59,63.7,12.3,13560.51149582544
239000,8450,APARTMENT,APARTMENT,GOOD,1,67.0,0,0.0,0.0,0.0,2.0,0.0,1.0,bredene,Other,105.24859698515895,8.317421237018525,1248746310.94,72.2,5.4,1269.673091631174
225000,4460,HOUSE,HOUSE,GOOD,3,77.0,0,1.0,1.0,100.0,3.0,0.0,0.0,grâce-hollogne,Liège,79.26201454657497,1.168965432967786,1257145649.0700002,72.2,5.4,663.1109366746322
275000,3740,HOUSE,HOUSE,GOOD,4,153.0,0,0.0,0.0,666.0,3.0,0.0,0.0,bilzen,Limburg,81.33487042272975,27.36282718465838,2209210586.66,72.2,5.4,425.5090461935953
299000,8800,HOUSE,HOUSE,GOOD,4,249.0,0,1.0,0.0,301.0,4.0,0.0,0.0,roeselare,Other,87.1895227858862,34.55123759467442,1754096553.2486956,72.2,5.4,
169000,9260,HOUSE,HOUSE,TO_BE_DONE_UP,3,122.0,0,1.0,1.0,245.0,2.0,0.0,0.0,wichelen,East Flanders,33.98079425763044,40.17482186651195,879202167.93,72.2,5.4,503.2770571676083
345000,8720,HOUSE,HOUSE,GOOD,3,173.0,0,1.0,0.0,180.0,3.0,0.0,0.0,dentergem,Other,68.17097506299999,47.11238795708688,582656175.8199999,72.2,5.4,327.9079107333094
389000,1000,APARTMENT,APARTMENT,GOOD,2,86.0,0,0.0,0.0,0.0,2.0,0.0,1.0,saint-josse-ten-noode,Brussels Capital,1.2943533842238977,9.65606585114241,962645340.61,63.7,12.3,23324.26651353312
145000,5580,APARTMENT,APARTMENT,GOOD,2,131.0,0,0.0,0.0,0.0,2.0,0.0,1.0,rochefort,Namur,96.87737590068132,57.34695197618345,755912358.13,72.2,5.4,75.81607519146279
280000,2830,APARTMENT,APARTMENT,GOOD,2,89.0,1,1.0,1.0,0.0,2.0,0.0,1.0,willebroek,Antwerp,23.74574258674539,15.631229716114856,1810658407.99,76.2,3.4,967.3476837740347
850000,1180,HOUSE,VILLA,AS_NEW,4,220.0,1,1.0,1.0,650.0,4.0,0.0,0.0,uccle,Brussels Capital,6.753670420082655,15.11322034409951,6243949366.289999,63.7,12.3,3631.0100609820233
210000,2060,APARTMENT,APARTMENT,GOOD,2,90.0,0,1.0,0.0,0.0,3.0,0.0,1.0,antwerpen,Antwerp,44.304951975245935,8.815715775312077,1745305266.5072873,76.2,3.4,
159000,4684,HOUSE,HOUSE,GOOD,3,100.0,0,0.0,1.0,209.0,3.0,0.0,0.0,oupeye,Liège,92.77562629716968,18.74634150874175,1577886570.9499998,72.2,5.4,705.0750133479628
99000,4400,APARTMENT,APARTMENT,GOOD,1,64.0,1,0.0,0.0,0.0,2.0,0.0,1.0,flémalle,Liège,81.11221220866523,4.939182805921518,1550234734.95,72.2,5.4,719.3236519983054
165000,8930,HOUSE,HOUSE,GOOD,4,147.0,0,0.0,0.0,230.0,3.0,0.0,0.0,menen,Other,86.5566506636827,48.90562562230974,1754096553.2486956,72.2,5.4,
260000,4420,HOUSE,HOUSE,GOOD,4,270.0,0,1.0,1.0,220.0,2.0,0.0,0.0,saint-nicolas,Liège,86.8036537335741,6.499567362500704,1190133066.44,72.2,5.4,
259500,8800,HOUSE,HOUSE,JUST_RENOVATED,3,102.0,0,1.0,0.0,45.0,3.0,0.0,0.0,roeselare,Other,87.1895227858862,34.55123759467442,1754096553.2486956,72.2,5.4,
620000,8300,APARTMENT,APARTMENT,AS_NEW,2,85.0,1,1.0,0.0,0.0,2.0,0.0,1.0,knokke-heist,Other,90.0906959404166,35.774400446684034,3203281012.67,72.2,5.4,537.8952444546014
299000,2990,HOUSE,HOUSE,TO_RENOVATE,3,138.0,0,0.0,1.0,210.0,3.0,0.0,0.0,wuustwezel,Antwerp,62.042457204555205,23.66833017917596,1504282928.27,76.2,3.4,234.5434549015941
210000,9700,APARTMENT,APARTMENT,JUST_RENOVATED,2,77.0,1,0.0,0.0,0.0,2.0,0.0,1.0,oudenaarde,East Flanders,51.994672395505454,61.563269219447896,1990062227.7286024,72.2,5.4,
165000,2070,HOUSE,HOUSE,GOOD,1,59.0,0,0.0,1.0,148.0,2.0,0.0,0.0,zwijndrecht,Antwerp,42.4324786690541,10.861075949399318,1347495945.7,76.2,3.4,941.433880474258
380000,8400,APARTMENT,APARTMENT,GOOD,3,91.0,0,1.0,0.0,0.0,2.0,0.0,1.0,oostende,Other,107.55120326561163,4.043747855309444,1754096553.2486956,72.2,5.4,
400000,2140,HOUSE,HOUSE,TO_RENOVATE,4,256.0,0,0.0,0.0,128.0,2.0,0.0,0.0,antwerpen,Antwerp,40.74311933837633,2.741390198762573,1745305266.5072873,76.2,3.4,
425000,2950,APARTMENT,PENTHOUSE,AS_NEW,2,95.0,0,1.0,0.0,0.0,3.0,0.0,1.0,kapellen,Antwerp,54.163077549640256,16.11623013231414,2332659748.26,76.2,3.4,
229000,1300,APARTMENT,APARTMENT,GOOD,3,131.0,0,0.0,0.0,0.0,2.0,0.0,0.0,wavre,Walloon Brabant,22.94543911237792,23.436255330961163,2589323152.6,72.2,5.4,816.9116190263932
214000,2300,APARTMENT,APARTMENT,AS_NEW,2,75.0,0,1.0,0.0,0.0,2.0,0.0,1.0,turnhout,Antwerp,67.24593892582786,36.802713026240085,2846367622.73,76.2,3.4,787.5812001348678
185000,2170,APARTMENT,APARTMENT,GOOD,3,76.0,0,1.0,0.0,0.0,2.0,0.0,1.0,antwerpen,Antwerp,45.08785563749134,7.00291862248285,1745305266.5072873,76.2,3.4,
193000,4000,APARTMENT,APARTMENT,AS_NEW,1,68.0,1,0.0,0.0,0.0,2.0,0.0,0.0,liège,Liège,89.27968818957099,9.400107558571872,10411526122.86,72.2,5.4,2874.2330376414893
345000,1800,APARTMENT,APARTMENT,GOOD,2,90.0,1,1.0,0.0,0.0,2.0,0.0,1.0,vilvoorde,Flemish Brabant,10.386146123823856,5.051638365515204,1736432639.621848,72.2,5.4,
795000,8301,APARTMENT,APARTMENT,TO_RENOVATE,3,131.0,0,1.0,0.0,0.0,2.0,0.0,1.0,knokke-heist,Other,91.97469910069988,29.577995499826606,3203281012.67,72.2,5.4,537.8952444546014
165000,6000,HOUSE,HOUSE,GOOD,1,70.0,0,0.0,0.0,125.0,4.0,0.0,0.0,charleroi,Hainaut,48.73699629494351,3.817189029058525,9552787098.79,68.1,6.8,1964.723429531124
645000,8432,HOUSE,TOWN_HOUSE,AS_NEW,4,165.0,0,1.0,1.0,540.0,2.0,0.0,1.0,middelkerke,Other,108.7625421134124,5.197456709427079,1382187584.23,72.2,5.4,244.61036494927785
305000,9230,APARTMENT,APARTMENT,GOOD,1,89.0,0,1.0,1.0,0.0,2.0,0.0,1.0,wetteren,East Flanders,37.71369336903843,44.429727732639286,1854868521.63,72.2,5.4,697.4031020997871
690000,1150,APARTMENT,APARTMENT,AS_NEW,2,115.0,1,1.0,0.0,0.0,2.0,0.0,1.0,woluwe-saint-pierre,Brussels Capital,6.763860980854028,8.336993173732244,3119975982.09,63.7,12.3,4678.100930832918
235000,9040,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,87.0,0,0.0,0.0,0.0,2.0,0.0,1.0,gent,East Flanders,47.37056704838535,50.11680017199837,1990062227.7286024,72.2,5.4,
430000,1300,HOUSE,HOUSE,JUST_RENOVATED,4,155.0,0,0.0,0.0,231.0,2.0,0.0,0.0,wavre,Walloon Brabant,22.94543911237792,23.436255330961163,2589323152.6,72.2,5.4,816.9116190263932
215000,4400,APARTMENT,APARTMENT,AS_NEW,2,93.0,1,0.0,0.0,0.0,2.0,0.0,0.0,flémalle,Liège,81.11221220866523,4.939182805921518,1550234734.95,72.2,5.4,719.3236519983054
395000,1840,HOUSE,HOUSE,GOOD,4,150.0,0,1.0,1.0,200.0,2.0,0.0,0.0,londerzeel,Flemish Brabant,18.66513044654511,18.207369432584084,1486716091.47,72.2,5.4,513.2707832303
149000,4577,APARTMENT,APARTMENT,GOOD,2,121.0,0,0.0,0.0,0.0,3.0,0.0,1.0,modave,Liège,77.92370520244319,20.865915467851107,297763118.71000004,72.2,5.4,104.23584582637396
390000,1050,APARTMENT,APARTMENT,GOOD,2,101.0,0,1.0,0.0,0.0,2.0,0.0,1.0,ixelles,Brussels Capital,3.5845342591583096,11.578489606927366,5446918872.59,63.7,12.3,13560.51149582544
398000,1180,APARTMENT,DUPLEX,AS_NEW,3,154.0,1,0.0,0.0,0.0,2.0,0.0,0.0,uccle,Brussels Capital,6.753670420082655,15.11322034409951,6243949366.289999,63.7,12.3,3631.0100609820233
169000,5000,APARTMENT,FLAT_STUDIO,AS_NEW,1,51.0,0,0.0,0.0,0.0,2.0,0.0,1.0,namur,Namur,56.2298351066433,28.545138665413923,7230687098.650001,72.2,5.4,629.8076172786363
302500,4000,APARTMENT,APARTMENT,GOOD,3,103.0,0,1.0,0.0,0.0,4.0,0.0,1.0,liège,Liège,89.27968818957099,9.400107558571872,10411526122.86,72.2,5.4,2874.2330376414893
413400,9800,HOUSE,HOUSE,AS_NEW,3,132.0,1,1.0,0.0,227.0,3.0,0.0,0.0,deinze,East Flanders,60.51636306308565,51.97510447972411,3344060399.86,72.2,5.4,340.3258098451427
575000,9880,APARTMENT,APARTMENT,AS_NEW,2,130.0,0,1.0,0.0,0.0,2.0,0.0,1.0,aalter,East Flanders,70.56730717982146,41.02700094780928,2221066498.05,72.2,5.4,241.17957219202705
225000,1000,APARTMENT,APARTMENT,GOOD,1,41.0,0,0.0,0.0,0.0,2.0,0.0,1.0,saint-josse-ten-noode,Brussels Capital,1.2943533842238977,9.65606585114241,962645340.61,63.7,12.3,23324.26651353312
455000,1000,APARTMENT,APARTMENT,AS_NEW,2,92.0,1,1.0,0.0,0.0,2.0,0.0,1.0,saint-josse-ten-noode,Brussels Capital,1.2943533842238977,9.65606585114241,962645340.61,63.7,12.3,23324.26651353312
239000,5590,HOUSE,HOUSE,GOOD,3,214.0,0,1.0,1.0,618.0,3.0,0.0,0.0,ciney,Namur,85.62198123327153,48.04548999102296,1073816180.4199998,72.2,5.4,112.12559603241483
229000,4040,HOUSE,HOUSE,TO_BE_DONE_UP,3,130.0,0,0.0,1.0,415.0,2.0,0.0,0.0,herstal,Liège,91.50636253949226,13.57929836814894,2117667109.4400003,72.2,5.4,1711.9709576707055
279000,2170,APARTMENT,APARTMENT,GOOD,3,140.0,0,0.0,0.0,0.0,2.0,0.0,1.0,antwerpen,Antwerp,45.08785563749134,7.00291862248285,1745305266.5072873,76.2,3.4,
310000,9300,APARTMENT,APARTMENT,GOOD,4,228.0,0,1.0,0.0,0.0,2.0,0.0,1.0,aalst,East Flanders,23.666822825989403,30.98621838695354,1990062227.7286024,72.2,5.4,
775000,1180,HOUSE,HOUSE,AS_NEW,3,186.0,1,1.0,1.0,132.0,2.0,0.0,0.0,uccle,Brussels Capital,6.753670420082655,15.11322034409951,6243949366.289999,63.7,12.3,3631.0100609820233
425000,3060,APARTMENT,DUPLEX,GOOD,2,127.0,0,1.0,0.0,0.0,2.0,0.0,0.0,bertem,Flemish Brabant,19.35052966819463,10.497084059052913,871959261.3499999,72.2,5.4,333.6706495634256
199000,9500,HOUSE,HOUSE,TO_BE_DONE_UP,3,122.0,0,1.0,1.0,277.0,3.0,0.0,0.0,geraardsbergen,East Flanders,32.80536168229344,42.88144725246159,1990062227.7286024,72.2,5.4,
399000,1082,HOUSE,HOUSE,TO_BE_DONE_UP,3,165.0,0,1.0,0.0,140.0,2.0,0.0,0.0,berchem-sainte-agathe,Brussels Capital,4.358395839790302,13.973591339129868,1358110088.7099998,63.7,12.3,8541.737271101694
331000,2000,APARTMENT,APARTMENT,AS_NEW,1,51.0,1,1.0,0.0,0.0,4.0,0.0,1.0,antwerpen,Antwerp,44.304951975245935,8.815715775312077,1745305266.5072873,76.2,3.4,
75000,6030,HOUSE,HOUSE,TO_RENOVATE,2,127.0,0,0.0,0.0,710.0,2.0,0.0,0.0,charleroi,Hainaut,49.10252484997142,5.805139943088497,9552787098.79,68.1,6.8,1964.723429531124
575000,2660,APARTMENT,APARTMENT,GOOD,3,285.0,0,1.0,0.0,0.0,2.0,0.0,1.0,antwerpen,Antwerp,36.30556862031787,7.872924613289252,1745305266.5072873,76.2,3.4,
200000,1600,APARTMENT,APARTMENT,GOOD,2,84.0,0,1.0,0.0,0.0,2.0,0.0,1.0,sint-pieters-leeuw,Flemish Brabant,10.475125770821654,21.178040324601977,2268002112.39,72.2,5.4,841.7189431395835
599000,1910,HOUSE,COUNTRY_COTTAGE,GOOD,3,261.0,0,1.0,0.0,697.0,4.0,0.0,0.0,kampenhout,Flemish Brabant,18.85707254891644,8.016237427846173,1031084332.45,72.2,5.4,355.7837157151409
399000,9032,HOUSE,HOUSE,GOOD,3,100.0,0,0.0,0.0,74.0,2.0,0.0,0.0,gent,East Flanders,52.07196264075158,51.04179813308915,1990062227.7286024,72.2,5.4,
269000,2140,APARTMENT,APARTMENT,JUST_RENOVATED,2,95.0,0,1.0,0.0,0.0,2.0,0.0,1.0,antwerpen,Antwerp,40.74311933837633,2.741390198762573,1745305266.5072873,76.2,3.4,
330000,4700,APARTMENT,PENTHOUSE,AS_NEW,2,123.0,0,1.0,0.0,0.0,2.0,0.0,1.0,eupen,Liège,128.661941574448,49.10174004982764,1260380341.75,72.2,5.4,204.98698102962533
410000,1050,APARTMENT,APARTMENT,GOOD,2,80.0,1,1.0,1.0,0.0,2.0,0.0,1.0,ixelles,Brussels Capital,3.5845342591583096,11.578489606927366,5446918872.59,63.7,12.3,13560.51149582544
245000,4101,HOUSE,HOUSE,GOOD,2,100.0,0,1.0,1.0,224.0,3.0,0.0,0.0,seraing,Liège,84.6994950721108,4.369354205591225,3230529088.27,72.2,5.4,1823.1277022664133
249000,2020,APARTMENT,APARTMENT,GOOD,2,92.0,0,1.0,0.0,0.0,2.0,0.0,0.0,antwerpen,Antwerp,44.304951975245935,8.815715775312077,1745305266.5072873,76.2,3.4,
695000,3080,HOUSE,HOUSE,AS_NEW,4,235.0,0,1.0,1.0,460.0,4.0,0.0,0.0,tervuren,Flemish Brabant,11.236973824427608,9.036901284983538,1951271741.4700005,72.2,5.4,667.626649195187
199000,3800,HOUSE,HOUSE,TO_BE_DONE_UP,4,140.0,0,0.0,0.0,130.0,2.0,0.0,0.0,sint-truiden,Limburg,61.78212754519771,23.568295460138625,2799507302.7486377,72.2,5.4,
410000,1060,APARTMENT,APARTMENT,AS_NEW,2,105.0,0,0.0,0.0,0.0,3.0,0.0,0.0,saint-gilles,Brussels Capital,2.367119984418256,12.652481324126706,2471113985.26,63.7,12.3,19892.22653085695
325000,2630,HOUSE,HOUSE,GOOD,2,182.0,0,1.0,1.0,437.0,3.0,0.0,0.0,aartselaar,Antwerp,31.379392537123127,8.403491060193316,1197960975.5600002,76.2,3.4,1297.5286948747753
275000,1410,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,100.0,0,1.0,0.0,0.0,2.0,0.0,1.0,waterloo,Walloon Brabant,16.046038598752496,22.053885535170885,2529110710.17,72.2,5.4,1422.219687829156
820000,8300,APARTMENT,APARTMENT,AS_NEW,1,57.0,1,1.0,0.0,0.0,2.0,0.0,1.0,knokke-heist,Other,90.0906959404166,35.774400446684034,3203281012.67,72.2,5.4,537.8952444546014
575000,9870,APARTMENT,APARTMENT,AS_NEW,3,153.0,0,0.0,0.0,0.0,2.0,0.0,1.0,zulte,East Flanders,62.45856948295185,52.48676247575508,1123022602.3200002,72.2,5.4,479.8371630464092
319000,8530,HOUSE,HOUSE,GOOD,3,155.0,0,1.0,0.0,234.0,3.0,0.0,0.0,harelbeke,Other,72.60455226974649,51.90517936547197,1963403972.65,72.2,5.4,957.8878053411958
430000,6220,HOUSE,HOUSE,AS_NEW,3,153.0,1,1.0,1.0,390.0,2.0,0.0,0.0,fleurus,Hainaut,44.145566217451226,6.384314613504134,1313333119.42,68.1,6.8,385.2366711019816
265000,1800,APARTMENT,DUPLEX,GOOD,2,125.0,0,0.0,0.0,0.0,2.0,0.0,0.0,vilvoorde,Flemish Brabant,10.386146123823856,5.051638365515204,1736432639.621848,72.2,5.4,
219000,5574,HOUSE,HOUSE,JUST_RENOVATED,3,129.0,0,1.0,0.0,98.0,3.0,0.0,0.0,beauraing,Namur,96.415985723324,56.1838748684342,540153085.55,72.2,5.4,52.4419179134486
415000,1790,HOUSE,TOWN_HOUSE,AS_NEW,3,175.0,1,1.0,0.0,140.0,2.0,0.0,0.0,affligem,Flemish Brabant,18.542630720406933,26.52400517618816,1029771635.7,72.2,5.4,738.0620225410213
175000,8620,APARTMENT,APARTMENT,GOOD,1,61.0,0,1.0,1.0,0.0,2.0,0.0,1.0,nieuwpoort,Other,113.7360041953676,13.059318521332935,1754096553.2486956,72.2,5.4,
285000,1000,APARTMENT,APARTMENT,GOOD,1,58.0,0,1.0,0.0,0.0,4.0,0.0,1.0,saint-josse-ten-noode,Brussels Capital,1.2943533842238977,9.65606585114241,962645340.61,63.7,12.3,23324.26651353312
750000,1150,APARTMENT,APARTMENT,AS_NEW,3,135.0,1,1.0,0.0,0.0,2.0,1.0,1.0,woluwe-saint-pierre,Brussels Capital,6.763860980854028,8.336993173732244,3119975982.09,63.7,12.3,4678.100930832918
409500,9230,HOUSE,HOUSE,AS_NEW,3,126.0,1,1.0,1.0,151.0,2.0,0.0,0.0,wetteren,East Flanders,37.71369336903843,44.429727732639286,1854868521.63,72.2,5.4,697.4031020997871
215000,1020,APARTMENT,APARTMENT,GOOD,2,70.0,0,1.0,0.0,0.0,4.0,0.0,1.0,bruxelles,Brussels Capital,3.014927999693443,8.28401069710616,8944820813.830002,63.7,12.3,5494.241531424213
199000,3600,APARTMENT,APARTMENT,GOOD,2,85.0,0,1.0,0.0,0.0,2.0,0.0,1.0,genk,Limburg,81.20270240429909,36.89045175772775,4044931768.11,72.2,5.4,756.1240746779359
157000,8800,APARTMENT,APARTMENT,JUST_RENOVATED,2,74.0,0,1.0,0.0,0.0,2.0,0.0,1.0,roeselare,Other,87.1895227858862,34.55123759467442,1754096553.2486956,72.2,5.4,
